#Position (bp)	insert size
94.0	317.6135265700483
281.0	395.8936170212766
468.0	400.56976744186045
655.0	444.6521739130435
842.0	414.0869565217391
1029.0	393.90076335877865
1216.0	369.3671875
1403.0	420.24
1590.0	421.8796992481203
1777.0	402.6102941176471
1964.0	391.43859649122805
2151.0	411.64285714285717
2338.0	545.6190476190476
2525.0	408.9013157894737
2712.0	396.8134328358209
2899.0	403.58196721311475
3086.0	343.972049689441
3273.0	303.6292134831461
3460.0	417.40816326530614
3647.0	377.49612403100775
3834.0	366.6260162601626
4021.0	275.625
4208.0	152.33333333333334
4395.0	577.3390804597701
4582.0	410.3125
4769.0	386.1985294117647
4956.0	393.6466165413534
5143.0	408.59504132231405
5330.0	399.505376344086
5517.0	397.4117647058824
5704.0	390.61333333333334
5891.0	383.7328244274809
6078.0	395.7739726027397
6265.0	391.0381679389313
6452.0	373.56363636363636
6639.0	385.93288590604027
6826.0	426.05384615384617
7013.0	393.92063492063494
7200.0	398.19718309859155
7387.0	384.1826923076923
7574.0	388.856
7761.0	377.69736842105266
7948.0	387.5769230769231
8135.0	360.3627450980392
8322.0	373.9145299145299
8509.0	405.3070175438597
8696.0	417.320987654321
8883.0	437.34615384615387
9070.0	418.89473684210526
9257.0	404.91911764705884
9444.0	370.43935309973045
9631.0	0.0
9818.0	0.0
10005.0	762.0
10192.0	577.6
10379.0	392.05128205128204
10566.0	393.28
10753.0	386.5403225806452
10940.0	408.8041958041958
11127.0	424.1946902654867
11314.0	420.78333333333336
11501.0	424.6551724137931
11688.0	425.625
11875.0	409.03508771929825
12062.0	419.672
12249.0	399.87401574803147
12436.0	718.6
12623.0	376.71875
12810.0	370.780487804878
12997.0	328.8529411764706
13184.0	398.37735849056605
13371.0	412.71084337349396
13558.0	396.1111111111111
13745.0	437.1842105263158
13932.0	395.37692307692305
14119.0	408.0076923076923
14306.0	403.97014925373134
14493.0	406.4074074074074
14680.0	408.4146341463415
14867.0	435.56129032258065
15054.0	435.97744360902254
15241.0	406.3813559322034
15428.0	419.1896551724138
15615.0	402.1374045801527
15802.0	398.92105263157896
15989.0	384.43243243243245
16176.0	408.2795698924731
16363.0	391.6
16550.0	388.0617283950617
16737.0	403.4166666666667
16924.0	434.32894736842104
17111.0	399.8130841121495
17298.0	398.96774193548384
17485.0	385.84615384615387
17672.0	391.5473684210526
17859.0	381.1774193548387
18046.0	386.9222222222222
18233.0	411.9836065573771
18420.0	422.53333333333336
18607.0	419.82608695652175
18794.0	437.968
18981.0	424.4580152671756
19168.0	419.22962962962964
19355.0	405.984
19542.0	398.7889908256881
19729.0	417.5846153846154
19916.0	422.2647058823529
20103.0	429.7027027027027
20290.0	425.36607142857144
20477.0	428.6448598130841
20664.0	428.06666666666666
20851.0	414.7985074626866
21038.0	416.6752136752137
21225.0	399.37168141592923
21412.0	415.94871794871796
21599.0	383.52525252525254
21786.0	395.6470588235294
21973.0	414.39285714285717
22160.0	412.43650793650795
22347.0	376.0695652173913
22534.0	397.44545454545454
22721.0	409.5566037735849
22908.0	413.75
23095.0	421.64
23282.0	402.3228346456693
23469.0	408.1111111111111
23656.0	0.0
23843.0	760.3333333333334
24030.0	660.1578947368421
24217.0	504.35
24404.0	428.158940397351
24591.0	354.6011904761905
24778.0	0.0
24965.0	0.0
25152.0	629.6875
25339.0	456.6779661016949
25526.0	359.30263157894734
25713.0	364.7795275590551
25900.0	414.3738317757009
26087.0	434.25714285714287
26274.0	398.58252427184465
26461.0	432.9734513274336
26648.0	426.81538461538463
26835.0	425.1623931623932
27022.0	424.3565891472868
27209.0	410.5483870967742
27396.0	414.95412844036696
27583.0	391.26153846153846
27770.0	404.30120481927713
27957.0	429.42477876106193
28144.0	401.0833333333333
28331.0	429.62931034482756
28518.0	413.2456140350877
28705.0	423.1794871794872
28892.0	415.719298245614
29079.0	434.79245283018867
29266.0	403.6814159292035
29453.0	433.36607142857144
29640.0	446.88429752066116
29827.0	419.45714285714286
30014.0	429.6279069767442
30201.0	430.7739130434783
30388.0	404.93283582089555
30575.0	392.52777777777777
30762.0	435.54285714285714
30949.0	425.17391304347825
31136.0	414.5840707964602
31323.0	409.0
31510.0	426.6241134751773
31697.0	398.9270833333333
31884.0	435.4778761061947
32071.0	417.23636363636365
32258.0	424.5078125
32445.0	419.6131386861314
32632.0	436.1203007518797
32819.0	421.63963963963965
33006.0	396.12371134020617
33193.0	361.32323232323233
33380.0	375.7741935483871
33567.0	387.1309523809524
33754.0	420.8828125
33941.0	410.4
34128.0	417.9391304347826
34315.0	402.6140350877193
34502.0	419.42
34689.0	400.47222222222223
34876.0	430.46666666666664
35063.0	417.5625
35250.0	419.01785714285717
35437.0	417.0612244897959
35624.0	420.4
35811.0	437.491935483871
35998.0	428.64
36185.0	428.900826446281
36372.0	415.8032786885246
36559.0	432.2980769230769
36746.0	422.20535714285717
36933.0	422.15602836879435
37120.0	413.44897959183675
37307.0	421.0
37494.0	428.89719626168227
37681.0	442.0681818181818
37868.0	423.4299065420561
38055.0	417.44642857142856
38242.0	430.25252525252523
38429.0	397.6509433962264
38616.0	404.91509433962267
38803.0	384.4852941176471
38990.0	407.72727272727275
39177.0	416.1607142857143
39364.0	416.6666666666667
39551.0	433.35849056603774
39738.0	440.5076923076923
39925.0	414.79646017699116
40112.0	435.3093525179856
40299.0	405.68125
40486.0	409.08
40673.0	417.6216216216216
40860.0	432.5344827586207
41047.0	428.7142857142857
41234.0	450.85858585858585
41421.0	435.09316770186336
41608.0	464.3857142857143
41795.0	414.7984496124031
41982.0	410.6388888888889
42169.0	413.24264705882354
42356.0	396.6219512195122
42543.0	405.625
42730.0	401.3728813559322
42917.0	422.13
43104.0	383.9468085106383
43291.0	398.27272727272725
43478.0	427.2173913043478
43665.0	414.22727272727275
43852.0	413.9925373134328
44039.0	426.77659574468083
44226.0	413.15384615384613
44413.0	420.55102040816325
44600.0	408.76363636363635
44787.0	398.04761904761904
44974.0	423.3855421686747
45161.0	408.921568627451
45348.0	418.85046728971963
45535.0	418.6796875
45722.0	419.4122807017544
45909.0	400.99029126213594
46096.0	409.22131147540983
46283.0	387.2056074766355
46470.0	424.26126126126127
46657.0	403.070796460177
46844.0	398.77777777777777
47031.0	402.61
47218.0	399.7019230769231
47405.0	412.05825242718447
47592.0	412.7631578947368
47779.0	407.51162790697674
47966.0	416.3070175438597
48153.0	418.546218487395
48340.0	397.2857142857143
48527.0	405.3085106382979
48714.0	404.8859649122807
48901.0	412.10833333333335
49088.0	417.1311475409836
49275.0	417.58870967741933
49462.0	400.5948275862069
49649.0	414.12605042016804
49836.0	361.8666666666667
50023.0	413.74074074074076
50210.0	394.14285714285717
50397.0	409.0740740740741
50584.0	391.6442307692308
50771.0	406.4852941176471
50958.0	0.0
51145.0	717.5
51332.0	540.7966101694915
51519.0	423.4724409448819
51706.0	423.2291666666667
51893.0	395.716814159292
52080.0	416.1913043478261
52267.0	416.6296296296296
52454.0	414.6546762589928
52641.0	410.1734693877551
52828.0	406.0983606557377
53015.0	410.7857142857143
53202.0	420.57851239669424
53389.0	403.94262295081967
53576.0	387.69117647058823
53763.0	419.0839160839161
53950.0	422.1203703703704
54137.0	439.19847328244276
54324.0	425.8086956521739
54511.0	422.11538461538464
54698.0	419.359375
54885.0	415.35
55072.0	424.5163934426229
55259.0	394.25
55446.0	408.38461538461536
55633.0	394.6509433962264
55820.0	509.7171052631579
56007.0	382.651376146789
56194.0	401.60869565217394
56381.0	419.234375
56568.0	400.1111111111111
56755.0	413.1168831168831
56942.0	415.3968253968254
57129.0	395.25
57316.0	398.6849315068493
57503.0	388.8780487804878
57690.0	368.6666666666667
57877.0	392.46276595744683
58064.0	403.97687861271675
58251.0	410.3265306122449
58438.0	414.2903225806452
58625.0	412.76439790575915
58812.0	416.665
58999.0	393.89230769230767
59186.0	394.3279569892473
59373.0	344.22
59560.0	434.440329218107
59747.0	403.00961538461536
59934.0	402.91555555555556
60121.0	429.37333333333333
60308.0	394.7196261682243
60495.0	398.7981220657277
60682.0	397.672131147541
60869.0	401.8287937743191
61056.0	400.01951219512193
61243.0	399.8708133971292
61430.0	398.83673469387753
61617.0	390.68823529411765
61804.0	398.61009174311926
61991.0	403.265625
62178.0	562.8861386138614
62365.0	403.38071065989845
62552.0	410.41847826086956
62739.0	371.6981818181818
62926.0	627.2651515151515
63113.0	367.61876832844575
63300.0	395.6565934065934
63487.0	384.5111111111111
63674.0	346.7674825174825
63861.0	396.8731808731809
64048.0	391.25500910746814
64235.0	397.1306068601583
64422.0	392.4634146341463
64609.0	342.7933194154489
64796.0	346.97536945812806
64983.0	382.1138211382114
65170.0	400.20472440944883
65357.0	426.3305084745763
65544.0	410.8595041322314
65731.0	421.59183673469386
65918.0	410.90604026845637
66105.0	404.096
66292.0	409.1138211382114
66479.0	433.4220779220779
66666.0	404.84033613445376
66853.0	410.4329896907216
67040.0	394.6363636363636
67227.0	398.99
67414.0	421.67021276595744
67601.0	423.7692307692308
67788.0	439.89814814814815
67975.0	406.8290598290598
68162.0	435.5238095238095
68349.0	431.87692307692305
68536.0	426.2368421052632
68723.0	425.64646464646466
68910.0	404.0
69097.0	429.5098039215686
69284.0	406.16190476190474
69471.0	412.9886363636364
69658.0	408.0235294117647
69845.0	411.35238095238094
70032.0	400.9186991869919
70219.0	390.0377358490566
70406.0	392.48514851485146
70593.0	381.9159663865546
70780.0	354.4423076923077
70967.0	357.7829457364341
71154.0	411.6951219512195
71341.0	393.54901960784315
71528.0	398.7361111111111
71715.0	377.98125
