#Coverage (X)	Coverage
1.0	100.0
2.0	99.99866012809176
3.0	99.99866012809176
4.0	99.99866012809176
5.0	99.99062089664228
6.0	99.99062089664228
7.0	99.9531044832114
8.0	99.8914703754321
9.0	99.85529383390949
10.0	99.80571857330439
11.0	99.76284267224054
12.0	99.71326741163544
13.0	99.66905163866335
14.0	99.62617573759948
15.0	99.60473778706756
16.0	99.57928022081089
17.0	99.49352841868317
18.0	99.44529302998633
19.0	99.41581584800493
20.0	99.33944314923494
21.0	99.27780904145564
22.0	99.22823378085054
23.0	99.15588069780529
24.0	99.07012889567757
25.0	99.02457325079722
26.0	98.9736581182839
27.0	98.90130503523864
28.0	98.8356513117346
29.0	98.76329822868934
30.0	98.63467052549777
31.0	98.49532384704023
32.0	98.41627140445374
33.0	98.34391832140847
34.0	98.24208805638182
35.0	98.18447356432725
36.0	98.10408124983252
37.0	98.06388509258515
38.0	98.04244714205322
39.0	98.01029021625533
40.0	97.98349277809041
41.0	97.93659726130181
42.0	97.87764289733902
43.0	97.81600878955972
44.0	97.77045314467937
45.0	97.69006083018463
46.0	97.63378621003832
47.0	97.56009325508481
48.0	97.47300158104885
49.0	97.38992952273763
50.0	97.31221695205939
51.0	97.25192271618833
