seq_name	chromosome_score	plasmid_score	virus_score
JBHJBY010000001.1	0.4631	0.5159	0.0210
JBHJBY010000002.1	0.4392	0.5390	0.0218
JBHJBY010000003.1	0.5084	0.4546	0.0370
JBHJBY010000004.1	0.4044	0.5740	0.0216
JBHJBY010000005.1	0.5132	0.4659	0.0209
JBHJBY010000006.1	0.4352	0.5447	0.0201
JBHJBY010000007.1	0.4757	0.5007	0.0236
JBHJBY010000008.1	0.4776	0.5041	0.0184
JBHJBY010000009.1	0.5057	0.4644	0.0299
JBHJBY010000010.1	0.4520	0.5118	0.0361
JBHJBY010000011.1	0.4674	0.5137	0.0189
JBHJBY010000012.1	0.5038	0.4720	0.0242
JBHJBY010000013.1	0.5459	0.4387	0.0154
JBHJBY010000014.1	0.3997	0.5782	0.0222
JBHJBY010000015.1	0.4741	0.4817	0.0443
JBHJBY010000016.1	0.5184	0.4713	0.0102
JBHJBY010000017.1	0.3531	0.5374	0.1095
JBHJBY010000018.1	0.5250	0.4592	0.0158
JBHJBY010000019.1	0.5229	0.4625	0.0146
JBHJBY010000020.1	0.4038	0.5797	0.0165
JBHJBY010000021.1	0.4183	0.5731	0.0087
JBHJBY010000022.1	0.4200	0.5467	0.0334
JBHJBY010000023.1	0.3221	0.6473	0.0306
JBHJBY010000024.1	0.6739	0.3134	0.0127
JBHJBY010000025.1	0.3819	0.5874	0.0307
JBHJBY010000026.1	0.3590	0.6090	0.0320
JBHJBY010000027.1	0.4492	0.5309	0.0198
JBHJBY010000028.1	0.3014	0.6892	0.0094
JBHJBY010000029.1	0.4366	0.5340	0.0294
JBHJBY010000030.1	0.3222	0.6397	0.0381
JBHJBY010000031.1	0.6043	0.3762	0.0196
JBHJBY010000032.1	0.4737	0.5194	0.0070
JBHJBY010000033.1	0.0089	0.8571	0.1340
JBHJBY010000034.1	0.4795	0.5084	0.0120
JBHJBY010000035.1	0.4214	0.4672	0.1114
JBHJBY010000036.1	0.5523	0.4361	0.0116
JBHJBY010000037.1	0.1284	0.5607	0.3108
JBHJBY010000038.1	0.4530	0.4955	0.0515
JBHJBY010000039.1	0.0029	0.8017	0.1954
JBHJBY010000040.1	0.0034	0.8718	0.1248
JBHJBY010000041.1	0.0916	0.7271	0.1813
JBHJBY010000042.1	0.0001	0.9288	0.0712
JBHJBY010000043.1	0.5285	0.3387	0.1328
JBHJBY010000044.1	0.0032	0.8178	0.1790
JBHJBY010000045.1	0.0004	0.9635	0.0361
JBHJBY010000046.1	0.0911	0.8875	0.0214
JBHJBY010000047.1	0.0047	0.8822	0.1131
JBHJBY010000048.1	0.1110	0.6808	0.2082
JBHJBY010000049.1	0.0057	0.7837	0.2106
JBHJBY010000050.1	0.0000	0.9956	0.0044
JBHJBY010000051.1	0.0206	0.8653	0.1141
JBHJBY010000052.1	0.0002	0.7840	0.2158
JBHJBY010000053.1	0.0306	0.6602	0.3091
JBHJBY010000054.1	0.0300	0.7942	0.1758
JBHJBY010000055.1	0.0785	0.8757	0.0458
JBHJBY010000056.1	0.0064	0.9769	0.0167
JBHJBY010000057.1	0.8902	0.1017	0.0082
JBHJBY010000058.1	0.1295	0.7303	0.1402
JBHJBY010000059.1	0.3075	0.6261	0.0664
JBHJBY010000060.1	0.2157	0.7415	0.0427
JBHJBY010000061.1	0.7113	0.2551	0.0336
JBHJBY010000062.1	0.4691	0.2902	0.2407
JBHJBY010000063.1	0.4234	0.5326	0.0440
JBHJBY010000064.1	0.2591	0.7165	0.0245
JBHJBY010000065.1	0.1791	0.7869	0.0340
JBHJBY010000066.1	0.6200	0.3380	0.0421
JBHJBY010000067.1	0.2331	0.7010	0.0659
JBHJBY010000068.1	0.8695	0.1194	0.0111
JBHJBY010000069.1	0.2212	0.6927	0.0862
JBHJBY010000070.1	0.4725	0.4480	0.0795
JBHJBY010000071.1	0.4742	0.3320	0.1938
JBHJBY010000072.1	0.2758	0.4505	0.2737
JBHJBY010000073.1	0.2944	0.2596	0.4460
JBHJBY010000074.1	0.1949	0.6055	0.1996
JBHJBY010000075.1	0.3989	0.4204	0.1807
JBHJBY010000076.1	0.3761	0.3234	0.3005
