seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAWUDQ010000054.1	8106	No terminal repeats	11	11	1.0000	NA	0	2.0162	NA	NA
JAWUDQ010000064.1	4299	No terminal repeats	6	11	1.0000	NA	4	6.2667	T_virB9;T_virB8;T_virB6	NA
JAWUDQ010000038.1	31455	DTR	40	11	1.0000	NA	10	24.4440	t4cp2;T_virB1;T_virB10;T_virB9;T_virB6;T_virB5;virb4	NA
JAWUDQ010000046.1	13072	No terminal repeats	20	11	1.0000	NA	0	3.7839	NA	NA
JAWUDQ010000042.1	16240	No terminal repeats	19	11	1.0000	NA	3	11.5845	T_virB5;MOBP1	NA
JAWUDQ010000058.1	6499	No terminal repeats	10	11	1.0000	NA	0	4.2600	NA	NA
JAWUDQ010000053.1	8747	No terminal repeats	10	11	1.0000	NA	1	8.5656	NA	NA
JAWUDQ010000072.1	1797	No terminal repeats	4	11	1.0000	NA	1	4.5620	MOBH	NA
JAWUDQ010000052.1	9896	No terminal repeats	13	11	1.0000	NA	1	5.7437	t4cp2	NA
JAWUDQ010000048.1	12418	No terminal repeats	14	11	1.0000	NA	2	6.8731	B_traI;T_virB6	NA
JAWUDQ010000055.1	7190	No terminal repeats	11	11	1.0000	NA	1	2.7002	NA	NA
JAWUDQ010000050.1	11286	No terminal repeats	17	11	1.0000	NA	5	9.4377	T_virB5;virb4;T_virB3;T_virB1	NA
JAWUDQ010000044.1	15039	No terminal repeats	14	11	1.0000	NA	1	4.1647	NA	NA
JAWUDQ010000059.1	6341	No terminal repeats	9	11	1.0000	NA	0	2.1428	NA	NA
JAWUDQ010000047.1	12438	No terminal repeats	10	11	1.0000	NA	0	4.9816	NA	NA
JAWUDQ010000032.1	41208	No terminal repeats	48	11	0.9999	NA	10	18.0106	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAWUDQ010000033.1	39972	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JAWUDQ010000062.1	4987	No terminal repeats	6	11	0.9999	NA	0	5.0569	NA	NA
JAWUDQ010000030.1	43985	No terminal repeats	30	11	0.9998	NA	0	3.8854	NA	NA
JAWUDQ010000061.1	5925	No terminal repeats	6	11	0.9860	NA	0	0.7129	NA	NA
JAWUDQ010000051.1	10801	No terminal repeats	10	11	0.9738	NA	0	0.3959	NA	NA
JAWUDQ010000056.1	6885	No terminal repeats	4	11	0.9069	NA	0	1.4171	NA	NA
