seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBHJCI010000057.1	5835	No terminal repeats	8	11	1.0000	NA	0	4.2600	NA	NA
JBHJCI010000045.1	12819	No terminal repeats	18	11	1.0000	NA	0	3.7839	NA	NA
JBHJCI010000044.1	13392	No terminal repeats	15	11	1.0000	NA	3	11.3386	B_traI;T_virB6	NA
JBHJCI010000032.1	31328	No terminal repeats	41	11	1.0000	NA	10	24.4440	t4cp2;virb4;T_virB5;T_virB6;T_virB9;T_virB10;T_virB1	NA
JBHJCI010000036.1	24420	No terminal repeats	28	11	1.0000	NA	9	20.2614	T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
JBHJCI010000059.1	4733	No terminal repeats	3	11	1.0000	NA	0	3.3876	NA	NA
JBHJCI010000051.1	8307	No terminal repeats	12	11	1.0000	NA	1	2.7002	NA	NA
JBHJCI010000054.1	6087	No terminal repeats	7	11	1.0000	NA	0	2.1428	NA	NA
JBHJCI010000041.1	15561	No terminal repeats	19	11	1.0000	NA	3	8.1945	T_virB5;MOBP1	NA
JBHJCI010000033.1	31059	No terminal repeats	38	11	1.0000	NA	10	16.5936	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JBHJCI010000042.1	14813	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JBHJCI010000046.1	12164	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JBHJCI010000048.1	10250	No terminal repeats	10	11	0.9999	NA	1	8.5656	NA	NA
JBHJCI010000082.1	963	No terminal repeats	3	11	0.9999	NA	1	2.6824	T_virB5	NA
JBHJCI010000101.1	422	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JBHJCI010000030.1	39719	No terminal repeats	31	11	0.9998	NA	0	6.3270	NA	NA
JBHJCI010000060.1	4134	No terminal repeats	5	11	0.9998	NA	1	3.4366	T_virB6	NA
JBHJCI010000062.1	3695	No terminal repeats	5	11	0.9997	NA	0	1.7183	NA	NA
JBHJCI010000026.1	62479	No terminal repeats	58	11	0.9980	NA	0	0.6677	NA	NA
JBHJCI010000047.1	10547	No terminal repeats	8	11	0.9782	NA	0	0.3959	NA	NA
JBHJCI010000053.1	6390	No terminal repeats	8	11	0.9152	NA	0	0.7162	NA	NA
