seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBHJBW010000055.1	6245	No terminal repeats	8	11	1.0000	NA	0	4.2600	NA	NA
JBHJBW010000042.1	12841	No terminal repeats	15	11	1.0000	NA	3	11.4351	B_traI;T_virB6;MOBH	NA
JBHJBW010000043.1	12819	No terminal repeats	18	11	1.0000	NA	0	3.7839	NA	NA
JBHJBW010000044.1	10250	No terminal repeats	10	11	1.0000	NA	1	8.5656	NA	NA
JBHJBW010000051.1	6996	No terminal repeats	11	11	1.0000	NA	1	2.7002	NA	NA
JBHJBW010000052.1	6842	No terminal repeats	7	11	1.0000	NA	4	4.5875	T_virB6;T_virB5;T_virB3;T_virB2	NA
JBHJBW010000040.1	14696	No terminal repeats	17	11	1.0000	NA	3	9.0358	NA	NA
JBHJBW010000037.1	15413	No terminal repeats	20	11	1.0000	NA	3	10.1142	MOBP1;T_virB5	NA
JBHJBW010000056.1	6087	No terminal repeats	7	11	1.0000	NA	0	2.1428	NA	NA
JBHJBW010000059.1	4733	No terminal repeats	3	11	1.0000	NA	0	3.3876	NA	NA
JBHJBW010000033.1	24998	No terminal repeats	30	11	1.0000	NA	9	20.2614	t4cp2;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3	NA
JBHJBW010000039.1	14813	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JBHJBW010000050.1	7339	No terminal repeats	8	11	0.9999	NA	0	4.7097	NA	NA
JBHJBW010000045.1	9530	No terminal repeats	14	11	0.9998	NA	3	2.9702	T_virB10;T_virB9;T_virB8	NA
JBHJBW010000029.1	39719	No terminal repeats	31	11	0.9998	NA	0	6.3270	NA	NA
JBHJBW010000027.1	43462	No terminal repeats	29	11	0.9996	NA	0	2.1671	NA	NA
JBHJBW010000024.1	62520	No terminal repeats	58	11	0.9970	NA	0	0.6677	NA	NA
JBHJBW010000049.1	7584	No terminal repeats	5	11	0.9437	NA	0	0.3959	NA	NA
