gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JAQRDV010000010.1_1	135	1037	903	-1	0.620	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_2	1516	3819	2304	-1	0.650	11	GGAG/GAGG	GENOMAD.140646.CP	3.252e-170	554	0	0	0	1246	Caudoviricetes	NA	NA	PF07971;PF17678;TIGR01180;COG3537;K03931	alpha-1,2-mannosidase, putative
JAQRDV010000010.1_3	4237	5217	981	-1	0.655	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_4	5379	6008	630	1	0.683	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_5	6358	8067	1710	1	0.684	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_6	8064	8369	306	1	0.667	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_7	8573	9319	747	-1	0.649	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_8	9468	10106	639	1	0.654	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_9	10341	12869	2529	1	0.661	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_10	13289	15586	2298	-1	0.654	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_11	15583	16647	1065	-1	0.659	11	GGA/GAG/AGG	GENOMAD.138352.CP	6.547e-34	137	0	0	0	1	NA	NA	NA	PF00941;PF03450;K11178;TIGR03195;COG1319	4-hydroxybenzoyl-CoA reductase, beta subunit
JAQRDV010000010.1_12	16644	17222	579	-1	0.656	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_13	17520	18839	1320	1	0.668	11	GGAG/GAGG	GENOMAD.158964.CP	1.719e-118	388	0	0	0	1	NA	NA	NA	PF05559;K09003;COG1415	NA
JAQRDV010000010.1_14	18836	19429	594	1	0.641	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_15	19492	19836	345	1	0.626	11	GGAGG	GENOMAD.178606.CP	0.0003218	41	0	0	0	1	NA	NA	NA	PF11699;TIGR04366;COG0662;K14673	Mif2/CENP-C like
JAQRDV010000010.1_16	19999	20502	504	1	0.625	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_17	20610	21035	426	-1	0.610	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_18	21044	21265	222	-1	0.617	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_19	21415	22020	606	1	0.673	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_20	22022	22675	654	1	0.694	11	GGA/GAG/AGG	GENOMAD.171994.PC	1.532e-11	66	0	0	0	1	NA	NA	NA	PF03846;K13053;TIGR00623;COG5404	cell division inhibitor SulA
JAQRDV010000010.1_21	22685	24103	1419	1	0.695	11	GGAG/GAGG	GENOMAD.154735.PC	1.753e-58	214	0	0	0	1	NA	NA	NA	PF00817;K14161;COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair
JAQRDV010000010.1_22	24278	27526	3249	1	0.648	11	GGA/GAG/AGG	GENOMAD.161283.VC	2.247e-15	84	0	0	0	1246	Caudoviricetes	NA	NA	PF17657;COG1387	Bacterial DNA polymerase III alpha subunit finger domain
JAQRDV010000010.1_23	27593	29551	1959	1	0.631	11	GGAG/GAGG	GENOMAD.129013.CP	0.0001978	47	0	0	0	1	NA	NA	NA	PF00326;PF00930;K01278;COG1770;TIGR02821	Prolyl oligopeptidase family; Dipeptidyl peptidase IV (DPP IV) N-terminal region
JAQRDV010000010.1_24	29761	30579	819	1	0.663	11	GGAG/GAGG	GENOMAD.090871.CV	0.0008634	43	0	0	0	1246	Caudoviricetes	NA	NA	PF12917;COG3294;TIGR00488;K06951	Metal-dependent phosphatase/phosphodiesterase, HD supefamily
JAQRDV010000010.1_25	31010	32980	1971	1	0.667	11	GGA/GAG/AGG	GENOMAD.091902.CP	7.565e-118	396	0	0	0	1246	Caudoviricetes	NA	NA	COG1297	Uncharacterized membrane protein, oligopeptide transporter (OPT) family
JAQRDV010000010.1_26	33687	34523	837	1	0.651	11	GGA/GAG/AGG	GENOMAD.215399.PC	2.492e-25	109	0	0	0	1	NA	NA	NA	PF13557;COG4313	Putative MetA-pathway of phenol degradation
JAQRDV010000010.1_27	34813	36933	2121	1	0.650	11	GGAG/GAGG	GENOMAD.124220.CP	0.0004415	46	0	0	0	1	NA	NA	NA	PF00326;PF14583;K01278;COG1770;TIGR02821	Protease II
JAQRDV010000010.1_28	37173	37580	408	-1	0.637	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_29	37883	38341	459	1	0.704	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_30	38473	39198	726	1	0.607	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_31	40093	41850	1758	1	0.613	11	GGA/GAG/AGG	GENOMAD.062130.PP	2.152e-227	711	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_32	41801	42019	219	1	0.644	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_33	42071	42346	276	-1	0.670	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_34	42343	43011	669	-1	0.604	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_35	43008	43655	648	-1	0.583	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_36	44378	46486	2109	-1	0.626	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_37	46694	47548	855	-1	0.651	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDV010000010.1_38	47606	49240	1635	-1	0.673	11	None	GENOMAD.178810.CP	6.903e-25	113	0	0	0	1	NA	NA	NA	PF19465;PF00135;K01753;TIGR02035;COG3048	D-serine ammonia-lyase
JAQRDV010000010.1_39	49419	52283	2865	-1	0.661	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
