seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JTEH01000277.1	2805	No terminal repeats	5	11	1.0000	NA	1	4.7224	NA	NA
JTEH01000243.1	5628	No terminal repeats	7	11	1.0000	NA	0	4.5781	NA	NA
JTEH01000112.1	13957	No terminal repeats	16	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JTEH01000282.1	2477	No terminal repeats	6	11	1.0000	NA	1	1.7057	NA	NA
JTEH01000281.1	2574	No terminal repeats	3	11	1.0000	NA	0	1.4703	NA	NA
JTEH01000089.1	22841	No terminal repeats	29	11	1.0000	NA	5	12.4838	I_traV;T_virB2	NA
JTEH01000221.1	5806	No terminal repeats	7	11	1.0000	NA	4	4.3882	T_virB6;T_virB9;T_virB10;T_virB1	NA
JTEH01000180.1	7939	No terminal repeats	8	11	1.0000	NA	3	6.8731	T_virB6;T_virB6;T_virB6	NA
JTEH01000272.1	2992	No terminal repeats	4	11	1.0000	NA	2	2.2936	virb4;T_virB5	NA
JTEH01000168.1	9017	No terminal repeats	8	11	1.0000	NA	0	6.1719	I_traY	NA
JTEH01000173.1	8564	No terminal repeats	13	11	0.9999	NA	1	5.7299	t4cp2	NA
JTEH01000097.1	30573	No terminal repeats	27	11	0.9999	NA	1	17.6053	NA	NA
JTEH01000127.1	12393	No terminal repeats	11	11	0.9999	NA	0	4.9816	NA	NA
JTEH01000268.1	3299	No terminal repeats	4	11	0.9999	NA	0	3.9081	NA	NA
JTEH01000289.1	2110	No terminal repeats	3	11	0.9999	NA	1	1.3753	NA	NA
JTEH01000217.1	6072	No terminal repeats	5	11	0.9999	NA	5	5.2776	T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JTEH01000165.1	9185	No terminal repeats	14	11	0.9999	NA	0	2.9738	NA	NA
JTEH01000035.1	33615	No terminal repeats	22	11	0.9999	NA	0	3.4752	NA	NA
JTEH01000202.1	6588	No terminal repeats	10	11	0.9998	NA	0	1.7183	NA	NA
JTEH01000026.1	100938	No terminal repeats	116	11	0.9998	NA	2	13.6713	I_trbA;I_traW	NF000272
JTEH01000010.1	36820	No terminal repeats	34	11	0.9998	NA	6	7.7323	traU;I_traO;I_traN;I_traM;I_traI;T_virB11;I_traK	NA
JTEH01000125.1	12649	No terminal repeats	20	11	0.9998	NA	0	0.2667	NA	NA
JTEH01000033.1	43807	No terminal repeats	36	11	0.9997	NA	0	3.6013	NA	NF000272;NF033135
JTEH01000020.1	30921	No terminal repeats	37	11	0.9997	NA	0	7.2828	I_traY;I_traW;I_traW	NA
JTEH01000021.1	45615	No terminal repeats	47	11	0.9996	NA	6	11.3301	I_traK;I_traI;I_traM;I_traN;traU	NA
JTEH01000013.1	35525	No terminal repeats	40	11	0.9996	NA	1	1.8552	I_trbA	NA
JTEH01000151.1	14635	No terminal repeats	15	11	0.9995	NA	0	3.1531	NA	NF012174
JTEH01000065.1	19131	No terminal repeats	22	11	0.9989	NA	0	3.8860	NA	NA
JTEH01000192.1	13614	No terminal repeats	14	11	0.9989	NA	0	2.6576	NA	NA
JTEH01000171.1	16889	No terminal repeats	13	11	0.9987	NA	0	2.0258	NA	NA
JTEH01000114.1	20378	No terminal repeats	19	11	0.9971	NA	0	3.2741	NA	NA
JTEH01000145.1	10344	No terminal repeats	11	11	0.9953	NA	0	2.7817	NA	NA
JTEH01000184.1	10289	No terminal repeats	8	11	0.9951	NA	0	2.6156	NA	NA
JTEH01000210.1	6486	No terminal repeats	4	11	0.9950	NA	0	1.7183	NA	NA
JTEH01000174.1	8496	No terminal repeats	7	11	0.9949	NA	0	0.7419	NA	NA
JTEH01000110.1	14648	No terminal repeats	16	11	0.9941	NA	0	0.5447	NA	NA
JTEH01000267.1	5506	No terminal repeats	6	11	0.9931	NA	0	1.2479	NA	NA
JTEH01000135.1	14993	No terminal repeats	11	11	0.9921	NA	0	1.1525	NA	NA
JTEH01000104.1	15070	No terminal repeats	11	11	0.9892	NA	0	0.2391	NA	NA
JTEH01000273.1	2958	No terminal repeats	2	11	0.9774	NA	1	1.1317	T_virB3	NA
JTEH01000245.1	4539	No terminal repeats	3	11	0.9342	NA	0	0.6179	NA	NA
JTEH01000220.1	7121	No terminal repeats	6	11	0.9318	NA	0	0.6612	NA	NA
JTEH01000211.1	6344	No terminal repeats	7	11	0.9311	NA	0	1.3031	B_traH	NA
JTEH01000019.1	31103	No terminal repeats	23	11	0.9139	NA	0	0.6708	NA	NA
JTEH01000222.1	5665	No terminal repeats	4	11	0.8966	NA	0	0.5589	NA	NA
JTEH01000083.1	17391	No terminal repeats	15	11	0.8751	NA	0	0.9362	NA	NF033135
JTEH01000095.1	15829	No terminal repeats	15	11	0.8662	NA	0	0.7896	NA	NF000373
JTEH01000263.1	3428	No terminal repeats	3	11	0.8657	NA	0	0.3959	NA	NA
JTEH01000044.1	22086	No terminal repeats	16	11	0.8500	NA	1	0.2623	NA	NA
JTEH01000219.1	7357	No terminal repeats	4	11	0.8153	NA	0	0.2493	NA	NF000272
JTEH01000236.1	6829	No terminal repeats	8	11	0.7566	NA	0	1.7336	NA	NA
JTEH01000177.1	19760	No terminal repeats	12	11	0.7116	NA	0	1.0258	NA	NA
