#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	1.1325874867204118E-6
18.0	0.0
19.0	0.0
20.0	1.1325874867204118E-6
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	2.2651749734408236E-6
27.0	4.530349946881647E-6
28.0	4.530349946881647E-6
29.0	2.2651749734408236E-6
30.0	0.0
31.0	6.79552492032247E-6
32.0	1.0193287380483704E-5
33.0	3.397762460161235E-5
34.0	5.7761961822741005E-5
35.0	5.209902438913893E-5
36.0	7.814853658370841E-5
37.0	9.853511134467582E-5
38.0	1.5289931070725557E-4
39.0	1.8914211028230876E-4
40.0	3.363784835559623E-4
41.0	4.1112925767950955E-4
42.0	5.232554188648302E-4
43.0	6.614310922447204E-4
44.0	8.165955779254168E-4
45.0	9.604341887389092E-4
46.0	0.0013058733721886347
47.0	0.0014213972958341168
48.0	0.0018019466913721748
49.0	0.002093021675459321
50.0	0.0024781014209442607
51.0	0.003347928610745537
52.0	0.003253923849347743
53.0	0.004742143806898364
54.0	0.006062740816414364
55.0	0.007629109310548693
56.0	0.009691551123866562
57.0	0.013543481166202683
58.0	0.018064770413190566
59.0	0.024576015874346213
60.0	0.03292998117639597
61.0	0.04249354991426313
62.0	0.05401309724169644
63.0	0.06534576763382087
64.0	0.07594338874706377
65.0	0.08343318979674585
66.0	0.08729418053897572
67.0	0.08708012150398557
68.0	0.08247388819549366
69.0	0.07341658606419053
70.0	0.06148817465405115
71.0	0.048663886541915925
72.0	0.03639230112330027
73.0	0.025260098716325344
74.0	0.01631265757123409
75.0	0.01001320597009516
76.0	0.00591210668068055
77.0	0.0033853039978073104
78.0	0.0018495153658144325
79.0	9.898814633936398E-4
80.0	5.141947189710669E-4
81.0	2.2538490985736195E-4
82.0	7.814853658370841E-5
83.0	2.7182099681289883E-5
84.0	1.1325874867204117E-5
85.0	9.060699893763293E-6
86.0	5.6629374336020585E-6
87.0	0.0
88.0	3.3977624601612354E-6
89.0	0.0
90.0	1.1325874867204118E-6
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.6988812300806175E-5
