JBJGLG010000002.1_tRNA1_Met	172255	172330
JBJGLG010000003.1_tRNA1_Ala	22943	23018
JBJGLG010000003.1_tRNA2_Pro	109647	109723
JBJGLG010000003.1_tRNA3_Glu	226465	226540
JBJGLG010000003.1_tRNA4_Ala	226588	226663
JBJGLG010000003.1_tRNA5_Glu	227413	227488
JBJGLG010000003.1_tRNA6_Ala	227536	227611
JBJGLG010000005.1_tRNA1_Leu	128067	128146
JBJGLG010000007.1_tRNA1_Thr	40277	40352
JBJGLG010000007.1_tRNA2_Val	209839	209913
JBJGLG010000008.1_tRNA1_Gln	100769	100843
JBJGLG010000008.1_tRNA2_Met	100896	100972
JBJGLG010000013.1_tRNA1_Ser	1550	1639
JBJGLG010000023.1_tRNA1_Arg	41520	41596
JBJGLG010000023.1_tRNA2_Arg	41698	41774
JBJGLG010000028.1_tRNA1_Gly	50211	50286
JBJGLG010000028.1_tRNA2_Cys	50368	50441
