JAJIWI010000097.1_tRNA1_Leu	127867	127946
JAJIWI010000017.1_tRNA1_Leu	65569	65655
JAJIWI010000025.1_tRNA1_Ser	38949	39041
JAJIWI010000028.1_tRNA1_Met	99343	99418
JAJIWI010000035.1_tRNA1_Ser	19477	19567
JAJIWI010000035.1_tRNA2_Asp	27256	27332
JAJIWI010000035.1_tRNA3_Asp	27427	27503
JAJIWI010000035.1_tRNA4_Val	27532	27606
JAJIWI010000035.1_tRNA5_Leu	34345	34429
JAJIWI010000035.1_tRNA6_Lys	36325	36400
JAJIWI010000035.1_tRNA7_His	36494	36570
JAJIWI010000035.1_tRNA8_Arg	36603	36679
JAJIWI010000035.1_tRNA9_Pro	36722	36798
JAJIWI010000071.1_tRNA1_Phe	52773	52848
JAJIWI010000071.1_tRNA2_Pro	81444	81520
JAJIWI010000071.1_tRNA3_Val	116755	116829
JAJIWI010000071.1_tRNA4_Asn	119679	119755
JAJIWI010000071.1_tRNA5_Met	148407	148483
JAJIWI010000071.1_tRNA6_Leu	163613	163697
JAJIWI010000078.1_tRNA1_Val	65455	65529
