#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	2.0306052828227036E-6
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	2.0306052828227036E-6
26.0	2.0306052828227036E-6
27.0	0.0
28.0	2.0306052828227036E-6
29.0	2.0306052828227036E-6
30.0	4.061210565645407E-6
31.0	6.091815848468111E-6
32.0	1.624484226258163E-5
33.0	5.076513207056758E-5
34.0	5.8887553201858393E-5
35.0	7.107118489879464E-5
36.0	6.497936905032652E-5
37.0	1.4620358036323465E-4
38.0	1.807238701712206E-4
39.0	2.639786867669514E-4
40.0	4.304883199584132E-4
41.0	5.442022157964847E-4
42.0	6.335488482406836E-4
43.0	8.366093765229539E-4
44.0	0.0010173332466941745
45.0	0.00124679164365314
46.0	0.0014600051983495238
47.0	0.001782871438318334
48.0	0.0021504109945092434
49.0	0.0025545014457909613
50.0	0.0028895513174567074
51.0	0.0038926703271711235
52.0	0.003874394879625719
53.0	0.005559797264368562
54.0	0.007310179018161734
55.0	0.008841255401410052
56.0	0.011564297085675298
57.0	0.015836690600734265
58.0	0.021309171837941454
59.0	0.02812591377237727
60.0	0.03706666883264563
61.0	0.04713237921959777
62.0	0.05924493973163521
63.0	0.0695380779102635
64.0	0.07840370057506743
65.0	0.08382338607492121
66.0	0.0858336853049157
67.0	0.08438180252769745
68.0	0.07775593748984697
69.0	0.06752168686442056
70.0	0.05574823743461451
71.0	0.043253923129406416
72.0	0.03246937847233503
73.0	0.021556905682445823
74.0	0.013903554371487053
75.0	0.008374216186360832
76.0	0.005159768023652491
77.0	0.0028428473959517847
78.0	0.0015757496994704182
79.0	8.203645342603723E-4
80.0	5.096819259884987E-4
81.0	2.0102992299944763E-4
82.0	7.716300074726273E-5
83.0	3.655089509080866E-5
84.0	4.061210565645407E-6
85.0	1.2183631696936222E-5
86.0	6.091815848468111E-6
87.0	0.0
88.0	2.0306052828227036E-6
89.0	2.0306052828227036E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	8.122421131290814E-6
