#Coverage	Number of genomic locations
0.0	295142.0
1.0	4011.0
2.0	3059.0
3.0	2465.0
4.0	1814.0
5.0	1763.0
6.0	1652.0
7.0	1525.0
8.0	1540.0
9.0	1230.0
10.0	1013.0
11.0	843.0
12.0	1106.0
13.0	876.0
14.0	976.0
15.0	828.0
16.0	910.0
17.0	680.0
18.0	826.0
19.0	862.0
20.0	804.0
21.0	1018.0
22.0	985.0
23.0	1012.0
24.0	1015.0
25.0	985.0
26.0	1050.0
27.0	1118.0
28.0	1209.0
29.0	1106.0
30.0	1184.0
31.0	1258.0
32.0	1193.0
33.0	1327.0
34.0	1281.0
35.0	1587.0
36.0	1705.0
37.0	1872.0
38.0	2222.0
39.0	2555.0
40.0	2613.0
41.0	3046.0
42.0	3506.0
43.0	4208.0
44.0	4908.0
45.0	5540.0
46.0	6511.0
47.0	7370.0
48.0	8769.0
49.0	10670.0
50.0	12325.0
51.0	14827.0
52.0	17426.0
53.0	20099.0
54.0	23005.0
55.0	26312.0
56.0	30024.0
57.0	33460.0
58.0	37649.0
59.0	42360.0
60.0	46438.0
61.0	49843.0
62.0	54980.0
63.0	59509.0
64.0	64265.0
65.0	69430.0
66.0	73644.0
67.0	77297.0
68.0	80820.0
69.0	84400.0
70.0	88714.0
71.0	91860.0
72.0	94990.0
73.0	98537.0
74.0	99856.0
75.0	101902.0
76.0	103507.0
77.0	105274.0
78.0	105744.0
79.0	107538.0
80.0	109174.0
81.0	109800.0
82.0	110251.0
83.0	110569.0
84.0	110926.0
85.0	109868.0
86.0	108574.0
87.0	106392.0
88.0	105173.0
89.0	103557.0
90.0	102135.0
91.0	100307.0
92.0	97583.0
93.0	95209.0
94.0	91744.0
95.0	89954.0
96.0	86210.0
97.0	83479.0
98.0	79949.0
99.0	76499.0
100.0	73633.0
101.0	69891.0
102.0	66630.0
103.0	62839.0
104.0	59440.0
105.0	55645.0
106.0	52361.0
107.0	49340.0
108.0	45881.0
109.0	42664.0
110.0	39725.0
111.0	36999.0
112.0	33858.0
113.0	30818.0
114.0	27679.0
115.0	25185.0
116.0	22918.0
117.0	21050.0
118.0	19109.0
119.0	17495.0
120.0	15723.0
121.0	14272.0
122.0	13025.0
123.0	11355.0
124.0	10376.0
125.0	9253.0
126.0	8329.0
127.0	7601.0
128.0	6676.0
129.0	6115.0
130.0	5676.0
131.0	4781.0
132.0	4354.0
133.0	3854.0
134.0	3604.0
135.0	3390.0
136.0	3138.0
137.0	2808.0
138.0	2708.0
139.0	2702.0
140.0	2720.0
141.0	2676.0
142.0	2693.0
143.0	2690.0
144.0	2674.0
145.0	2658.0
146.0	2783.0
147.0	2971.0
148.0	2999.0
149.0	2987.0
150.0	3052.0
151.0	3209.0
152.0	3236.0
153.0	3265.0
154.0	3411.0
155.0	3488.0
156.0	3503.0
157.0	3457.0
158.0	3489.0
159.0	3693.0
160.0	3552.0
161.0	3541.0
162.0	3637.0
163.0	3580.0
164.0	3657.0
165.0	3546.0
166.0	3813.0
167.0	3583.0
168.0	3508.0
169.0	3566.0
170.0	3426.0
171.0	3310.0
172.0	3122.0
173.0	2943.0
174.0	2939.0
175.0	2913.0
176.0	2773.0
177.0	2580.0
178.0	2419.0
179.0	2262.0
180.0	2192.0
181.0	2066.0
182.0	1864.0
183.0	1974.0
184.0	1831.0
185.0	1696.0
186.0	1701.0
187.0	1536.0
188.0	1517.0
189.0	1488.0
190.0	1360.0
191.0	1287.0
192.0	1261.0
193.0	1033.0
194.0	1030.0
195.0	964.0
196.0	871.0
197.0	782.0
198.0	750.0
199.0	702.0
200.0	645.0
201.0	595.0
202.0	631.0
203.0	582.0
204.0	508.0
205.0	463.0
206.0	420.0
207.0	337.0
208.0	339.0
209.0	248.0
210.0	260.0
211.0	246.0
212.0	266.0
213.0	223.0
214.0	231.0
215.0	217.0
216.0	178.0
217.0	191.0
218.0	184.0
219.0	179.0
220.0	189.0
221.0	162.0
222.0	160.0
223.0	141.0
224.0	120.0
225.0	168.0
226.0	107.0
227.0	148.0
228.0	114.0
229.0	155.0
230.0	92.0
231.0	79.0
232.0	134.0
233.0	100.0
234.0	103.0
235.0	100.0
236.0	92.0
237.0	96.0
238.0	58.0
239.0	73.0
240.0	72.0
241.0	51.0
242.0	65.0
243.0	73.0
244.0	72.0
245.0	73.0
246.0	82.0
247.0	74.0
248.0	46.0
249.0	94.0
250.0	87.0
251.0	88.0
252.0	91.0
253.0	69.0
254.0	55.0
255.0	58.0
256.0	73.0
257.0	48.0
258.0	77.0
259.0	63.0
260.0	59.0
261.0	65.0
262.0	77.0
263.0	102.0
264.0	97.0
265.0	89.0
266.0	66.0
267.0	69.0
268.0	59.0
269.0	88.0
270.0	88.0
271.0	107.0
272.0	109.0
273.0	74.0
274.0	101.0
275.0	87.0
276.0	79.0
277.0	115.0
278.0	93.0
279.0	93.0
280.0	83.0
281.0	86.0
282.0	108.0
283.0	135.0
284.0	109.0
285.0	119.0
286.0	116.0
287.0	131.0
288.0	101.0
289.0	110.0
290.0	136.0
291.0	146.0
292.0	140.0
293.0	135.0
294.0	152.0
295.0	151.0
296.0	182.0
297.0	190.0
298.0	174.0
299.0	179.0
300.0	168.0
301.0	187.0
302.0	177.0
303.0	184.0
304.0	169.0
305.0	178.0
306.0	180.0
307.0	178.0
308.0	199.0
309.0	181.0
310.0	174.0
311.0	151.0
312.0	194.0
313.0	162.0
314.0	208.0
315.0	182.0
316.0	189.0
317.0	146.0
318.0	159.0
319.0	185.0
320.0	162.0
321.0	169.0
322.0	160.0
323.0	152.0
324.0	154.0
325.0	160.0
326.0	155.0
327.0	164.0
328.0	130.0
329.0	145.0
330.0	155.0
331.0	162.0
332.0	134.0
333.0	162.0
334.0	126.0
335.0	117.0
336.0	104.0
337.0	129.0
338.0	87.0
339.0	95.0
340.0	99.0
341.0	103.0
342.0	92.0
343.0	117.0
344.0	111.0
345.0	99.0
346.0	109.0
347.0	104.0
348.0	108.0
349.0	84.0
350.0	102.0
351.0	98.0
352.0	91.0
353.0	96.0
354.0	97.0
355.0	107.0
356.0	99.0
357.0	100.0
358.0	105.0
359.0	82.0
360.0	90.0
361.0	108.0
362.0	114.0
363.0	115.0
364.0	96.0
365.0	114.0
366.0	96.0
367.0	91.0
368.0	102.0
369.0	96.0
370.0	82.0
371.0	90.0
372.0	97.0
373.0	109.0
374.0	126.0
375.0	91.0
376.0	77.0
377.0	104.0
378.0	99.0
379.0	91.0
380.0	98.0
381.0	108.0
382.0	131.0
383.0	128.0
384.0	124.0
385.0	128.0
386.0	115.0
387.0	136.0
388.0	134.0
389.0	120.0
390.0	124.0
391.0	141.0
392.0	150.0
393.0	159.0
394.0	152.0
395.0	157.0
396.0	182.0
397.0	166.0
398.0	168.0
399.0	157.0
400.0	156.0
401.0	155.0
402.0	151.0
403.0	140.0
404.0	156.0
405.0	162.0
406.0	176.0
407.0	151.0
408.0	150.0
409.0	137.0
410.0	151.0
411.0	168.0
412.0	124.0
413.0	157.0
414.0	163.0
415.0	148.0
416.0	167.0
417.0	159.0
418.0	171.0
419.0	153.0
420.0	164.0
421.0	203.0
422.0	167.0
423.0	182.0
424.0	162.0
425.0	128.0
426.0	167.0
427.0	147.0
428.0	168.0
429.0	162.0
430.0	132.0
431.0	140.0
432.0	158.0
433.0	145.0
434.0	146.0
435.0	180.0
436.0	132.0
437.0	125.0
438.0	134.0
