#Position (bp)	Coverage	Std
6876.0	94.2345283979347	16.66433164260154
20627.0	91.52585266526071	15.486982576862701
34378.0	92.14508035779217	18.28252170671123
48129.0	90.49225510871936	16.187501272283676
61880.0	57.41575158170315	48.5529174213492
75631.0	99.5664315322522	16.23167617556047
89382.0	88.42920514871646	16.881622091031577
103133.0	94.47392916878772	16.456795609613728
116884.0	94.29205148716457	14.519537140233993
130635.0	90.99461857319467	18.50650894661192
144386.0	88.54548760090175	18.687737872642487
158137.0	88.45305795942113	15.648742306394583
171888.0	92.92764162606356	18.14528388249149
185639.0	91.94058613918988	18.12028628155359
199390.0	90.57326739873464	16.434440354263216
213141.0	94.3057959421133	14.840903544123002
226892.0	89.89469856737692	17.99029303790122
240643.0	91.9454585121082	19.12798448767371
254394.0	92.70460330157806	17.647696854718813
268145.0	82.26899861828231	14.268078603991105
281896.0	91.8328121591157	16.847593102672267
295647.0	88.9599301868955	19.730256814374375
309398.0	87.74278234310232	18.042461975856934
323149.0	88.35182895789397	16.211527181464977
336900.0	85.5531234092066	18.655446144766977
350651.0	87.61464620754855	17.436446615334578
364402.0	86.24987273652825	12.61661767369738
378153.0	88.65420696676605	15.827110234328094
391904.0	87.2816522434732	16.749878570127837
405655.0	88.2887062759072	14.598711967116456
419406.0	89.98181950403607	17.870108427660632
433157.0	86.94233146680241	17.515508363560176
446908.0	91.38411751872592	14.441763769037065
460659.0	88.8804450585412	17.807475230824544
474410.0	82.06835866482437	13.333929943261348
488161.0	86.8899716384263	19.577398333002655
501912.0	90.43902261653697	16.33927121600788
515663.0	89.74016435168352	17.708720812499926
529414.0	86.54759653843357	17.224262643727307
543165.0	86.99229146971129	19.526358355877186
556916.0	85.14188059050251	14.481806209018211
570667.0	88.86670060359246	17.555192581141828
584418.0	80.24485491964221	28.184445274325057
598169.0	86.68591375172714	16.76081810755803
611920.0	88.43691367900516	15.933425417152527
625671.0	85.86117373281944	19.693868268718674
639422.0	83.18914988000873	13.358253987840833
653173.0	84.43276852592538	15.271153535925002
666924.0	85.44134972002036	15.993053542627095
680675.0	89.27808886626427	14.69300913664852
694426.0	85.71049378227038	16.672538175031324
708177.0	83.43967711439169	15.391327208521174
721928.0	84.92916878772454	17.479362318081286
735679.0	80.18638644462222	19.746499023695876
749430.0	86.6083193949531	17.248254715839856
763181.0	81.59290233437568	21.972596494895882
776932.0	72.90837030034179	33.30592490601052
790683.0	75.73194676750782	32.371613916137264
804434.0	57.47392916878773	31.125836309832277
818185.0	77.9586211911861	22.77168329377513
831936.0	79.76278088866265	15.586777735363516
845687.0	83.49734564758927	14.539887686614023
859438.0	82.82553996073013	17.428528851245513
873189.0	82.48389208057596	15.269005700711404
886940.0	90.98072867427824	16.929031348324482
900691.0	82.24616391535162	13.295383293823367
914442.0	79.4278234310232	14.881430876987256
928193.0	77.28667006035924	14.091282761790588
941944.0	76.01978037960876	21.89596653043195
955695.0	81.28419751290815	14.48792625851603
969446.0	77.24529125154534	12.420846765354186
983197.0	78.76998036506436	18.3057803059975
996948.0	80.9032797614719	19.296519977007197
1010699.0	78.62417278743364	16.01207865294699
1024450.0	78.15147989237147	13.75689908962029
1038201.0	76.14777107119482	13.997272659948832
1051952.0	77.23947349283688	13.696243447590554
1065703.0	80.31575885390153	13.283341728598613
1079454.0	79.4537851792597	14.17211898198471
1093205.0	77.53676096283907	14.28618125710702
1106956.0	75.38448112864519	12.714287873766605
1120707.0	77.27765253436114	13.251152696212625
1134458.0	78.77790706130463	15.002637152128802
1148209.0	79.70242164206239	19.91521005647037
1161960.0	77.68540469784016	16.511590127469894
1175711.0	74.57246745691222	16.18478983507888
1189462.0	72.75950839938913	15.535214325971811
1203213.0	76.48374663660825	14.084492121947902
1216964.0	76.09970183986619	12.658156611654713
1230715.0	72.65842484182969	14.832004735792905
1244466.0	74.13380845029452	11.17919829789538
1258217.0	78.23401934404771	12.289362648066314
1271968.0	76.19191331539524	12.787296210211242
1285719.0	73.97541996945677	16.762527511026587
1299470.0	75.1594793105956	13.358444525562671
1313221.0	72.2327103483383	13.019843550725794
1326972.0	75.79688749909097	15.803588192329782
1340723.0	70.27496182095848	12.2376832005524
1354474.0	73.7559450221802	15.537858925721933
1368225.0	72.62097302014399	15.670870310167476
1381976.0	71.34841102465275	12.952616386390817
1395727.0	74.04428768816814	10.383571574861877
1409478.0	66.93455021452985	20.13798664937614
1423229.0	73.77463457203112	15.662282877595535
1436980.0	78.39713475383608	13.906233047698546
1450731.0	71.46236637335467	16.115574146023956
1464482.0	70.87375463602648	16.147702908273843
