seq_name	chromosome_score	plasmid_score	virus_score
JBHJBM010000001.1	0.4486	0.5268	0.0246
JBHJBM010000002.1	0.4830	0.4876	0.0294
JBHJBM010000003.1	0.4070	0.5662	0.0267
JBHJBM010000004.1	0.4810	0.4868	0.0322
JBHJBM010000005.1	0.4284	0.5423	0.0294
JBHJBM010000006.1	0.4715	0.5115	0.0170
JBHJBM010000007.1	0.5064	0.4736	0.0200
JBHJBM010000008.1	0.4868	0.4909	0.0222
JBHJBM010000009.1	0.4444	0.5355	0.0202
JBHJBM010000010.1	0.4920	0.4527	0.0553
JBHJBM010000011.1	0.5504	0.4324	0.0172
JBHJBM010000012.1	0.5250	0.4449	0.0301
JBHJBM010000013.1	0.4735	0.4865	0.0399
JBHJBM010000014.1	0.5359	0.4546	0.0095
JBHJBM010000015.1	0.3533	0.5372	0.1096
JBHJBM010000016.1	0.5171	0.4766	0.0063
JBHJBM010000017.1	0.4369	0.5037	0.0593
JBHJBM010000018.1	0.4106	0.5564	0.0331
JBHJBM010000019.1	0.3364	0.6457	0.0179
JBHJBM010000020.1	0.5532	0.4205	0.0263
JBHJBM010000021.1	0.4537	0.5334	0.0129
JBHJBM010000022.1	0.5084	0.4616	0.0300
JBHJBM010000023.1	0.0081	0.8348	0.1572
JBHJBM010000024.1	0.3617	0.5434	0.0949
JBHJBM010000025.1	0.4632	0.5191	0.0178
JBHJBM010000026.1	0.4095	0.5786	0.0119
JBHJBM010000027.1	0.3418	0.6258	0.0324
JBHJBM010000028.1	0.4962	0.4704	0.0334
JBHJBM010000029.1	0.1424	0.7717	0.0860
JBHJBM010000030.1	0.3675	0.5939	0.0386
JBHJBM010000031.1	0.0809	0.7937	0.1254
JBHJBM010000032.1	0.0103	0.7825	0.2072
JBHJBM010000033.1	0.1133	0.8416	0.0451
JBHJBM010000034.1	0.0046	0.3353	0.6601
JBHJBM010000035.1	0.6927	0.2661	0.0412
JBHJBM010000036.1	0.3962	0.5960	0.0078
JBHJBM010000037.1	0.1183	0.8168	0.0649
JBHJBM010000038.1	0.1123	0.6970	0.1906
JBHJBM010000039.1	0.0203	0.9405	0.0392
JBHJBM010000040.1	0.0102	0.6418	0.3479
JBHJBM010000041.1	0.8902	0.1017	0.0082
JBHJBM010000042.1	0.0615	0.6948	0.2437
JBHJBM010000043.1	0.1983	0.6888	0.1130
JBHJBM010000044.1	0.0788	0.8508	0.0704
JBHJBM010000045.1	0.4561	0.2731	0.2708
JBHJBM010000046.1	0.2414	0.7259	0.0327
JBHJBM010000047.1	0.3951	0.4744	0.1305
JBHJBM010000048.1	0.1265	0.7721	0.1014
JBHJBM010000049.1	0.1698	0.4187	0.4115
JBHJBM010000050.1	0.4609	0.3502	0.1889
JBHJBM010000051.1	0.3416	0.4236	0.2348
JBHJBM010000052.1	0.0885	0.6581	0.2534
JBHJBM010000053.1	0.2082	0.3984	0.3934
JBHJBM010000054.1	0.2654	0.2987	0.4359
JBHJBM010000055.1	0.3092	0.2210	0.4698
JBHJBM010000056.1	0.5274	0.3671	0.1055
JBHJBM010000057.1	0.7809	0.1439	0.0751
JBHJBM010000058.1	0.3610	0.5475	0.0916
JBHJBM010000059.1	0.4258	0.4696	0.1046
JBHJBM010000060.1	0.4757	0.2857	0.2386
JBHJBM010000061.1	0.3857	0.3389	0.2754
JBHJBM010000062.1	0.5633	0.2805	0.1563
JBHJBM010000063.1	0.6389	0.2351	0.1260
JBHJBM010000064.1	0.4517	0.2850	0.2633
JBHJBM010000065.1	0.2984	0.1384	0.5632
JBHJBM010000066.1	0.3790	0.1815	0.4395
JBHJBM010000067.1	0.5412	0.2930	0.1658
JBHJBM010000068.1	0.3869	0.4168	0.1963
JBHJBM010000069.1	0.5630	0.2690	0.1680
JBHJBM010000070.1	0.4921	0.1607	0.3472
JBHJBM010000071.1	0.4161	0.3192	0.2647
JBHJBM010000072.1	0.4542	0.2858	0.2600
JBHJBM010000073.1	0.5186	0.2676	0.2138
JBHJBM010000074.1	0.5375	0.2096	0.2529
JBHJBM010000075.1	0.4437	0.2715	0.2847
JBHJBM010000076.1	0.4831	0.3116	0.2053
JBHJBM010000077.1	0.5431	0.1229	0.3340
JBHJBM010000078.1	0.4632	0.2334	0.3034
JBHJBM010000079.1	0.3937	0.1378	0.4685
JBHJBM010000080.1	0.3824	0.2104	0.4072
JBHJBM010000081.1	0.4636	0.1353	0.4011
JBHJBM010000082.1	0.4325	0.1180	0.4495
JBHJBM010000083.1	0.5450	0.1244	0.3305
JBHJBM010000084.1	0.3295	0.2212	0.4493
JBHJBM010000085.1	0.3870	0.2802	0.3327
JBHJBM010000086.1	0.5517	0.1191	0.3291
JBHJBM010000087.1	0.5172	0.1742	0.3086
JBHJBM010000088.1	0.5956	0.1426	0.2617
JBHJBM010000089.1	0.6385	0.1103	0.2513
JBHJBM010000090.1	0.5282	0.1600	0.3118
JBHJBM010000091.1	0.5234	0.2049	0.2718
JBHJBM010000092.1	0.2116	0.1522	0.6362
JBHJBM010000093.1	0.4728	0.1847	0.3425
JBHJBM010000094.1	0.1595	0.2822	0.5583
JBHJBM010000095.1	0.3438	0.2893	0.3668
JBHJBM010000096.1	0.2816	0.1619	0.5565
JBHJBM010000097.1	0.2676	0.1522	0.5802
JBHJBM010000098.1	0.3699	0.2019	0.4282
JBHJBM010000099.1	0.4600	0.0905	0.4495
JBHJBM010000100.1	0.4792	0.1111	0.4096
JBHJBM010000101.1	0.4808	0.0989	0.4203
JBHJBM010000102.1	0.2446	0.1444	0.6109
