#Coverage (X)	Coverage
1.0	99.57794034890264
2.0	99.57392073317791
3.0	99.5149663692151
4.0	99.49352841868317
5.0	99.48280944341721
6.0	99.40643674464721
7.0	99.25101160329072
8.0	99.12774338773214
9.0	99.08620735857652
10.0	99.04869094514564
11.0	98.91068413859635
12.0	98.85842913417477
13.0	98.81287348929442
14.0	98.72176219953373
15.0	98.63065090977302
16.0	98.48460487177425
17.0	98.39081383819706
18.0	98.31176139561057
19.0	98.17509446096953
20.0	98.03708765442023
21.0	97.84414609963288
22.0	97.74231583460622
23.0	97.58555082134149
24.0	97.47970094059008
25.0	97.36179221266447
26.0	97.24120374092237
27.0	97.09917731864834
28.0	97.0040464131629
29.0	96.95179140874133
30.0	96.86737947852185
31.0	96.76822895731168
32.0	96.7039151057159
33.0	96.62888227885414
34.0	96.53777098909345
35.0	96.48015649703888
36.0	96.41450277353485
37.0	96.34616930621432
38.0	96.26577699171959
39.0	96.22156121874748
40.0	96.12643031326205
41.0	96.0487177425838
42.0	95.96698555618083
43.0	95.83433823726452
44.0	95.75394592276979
45.0	95.65345552965137
46.0	95.52884744218453
47.0	95.48061205348769
48.0	95.43773615242382
49.0	95.384141276094
50.0	95.33322614358067
51.0	95.27293190770962
