seq_name	chromosome_score	plasmid_score	virus_score
JSZG01000001.1	0.9328	0.0633	0.0040
JSZG01000010.1	0.8417	0.1524	0.0058
JSZG01000100.1	0.0191	0.9800	0.0009
JSZG01000101.1	0.9838	0.0145	0.0016
JSZG01000102.1	0.8404	0.1521	0.0075
JSZG01000103.1	0.9676	0.0296	0.0029
JSZG01000104.1	0.0222	0.9769	0.0009
JSZG01000105.1	0.8515	0.1428	0.0057
JSZG01000106.1	0.8414	0.1522	0.0064
JSZG01000107.1	0.8902	0.1058	0.0040
JSZG01000108.1	0.9812	0.0173	0.0015
JSZG01000109.1	0.0033	0.9963	0.0004
JSZG01000011.1	0.7528	0.2362	0.0109
JSZG01000110.1	0.0003	0.9996	0.0001
JSZG01000111.1	0.0005	0.9993	0.0001
JSZG01000112.1	0.0048	0.9947	0.0004
JSZG01000113.1	0.0003	0.9995	0.0002
JSZG01000114.1	0.9858	0.0129	0.0014
JSZG01000115.1	0.9948	0.0047	0.0006
JSZG01000116.1	0.9599	0.0376	0.0024
JSZG01000117.1	0.8808	0.1111	0.0081
JSZG01000118.1	0.9764	0.0221	0.0015
JSZG01000119.1	0.9754	0.0229	0.0017
JSZG01000012.1	0.9459	0.0504	0.0037
JSZG01000120.1	0.9903	0.0085	0.0012
JSZG01000121.1	0.9539	0.0434	0.0027
JSZG01000122.1	0.0142	0.9846	0.0012
JSZG01000123.1	0.9567	0.0395	0.0038
JSZG01000124.1	0.9349	0.0609	0.0042
JSZG01000125.1	0.8610	0.1320	0.0070
JSZG01000126.1	0.9894	0.0098	0.0008
JSZG01000127.1	0.0001	0.9997	0.0002
JSZG01000128.1	0.2510	0.7372	0.0118
JSZG01000129.1	0.0000	1.0000	0.0000
JSZG01000013.1	0.9533	0.0435	0.0032
JSZG01000130.1	0.9295	0.0669	0.0037
JSZG01000131.1	0.9006	0.0946	0.0048
JSZG01000132.1	0.7074	0.2827	0.0099
JSZG01000133.1	0.8750	0.1185	0.0065
JSZG01000134.1	0.9977	0.0020	0.0003
JSZG01000135.1	0.0000	1.0000	0.0000
JSZG01000136.1	0.6401	0.3448	0.0151
JSZG01000137.1	0.0736	0.9204	0.0060
JSZG01000138.1	0.9870	0.0118	0.0011
JSZG01000139.1	0.9793	0.0189	0.0018
