#Insert size (bp)	insert size
19.0	166.0
20.0	40.0
21.0	30.0
22.0	15.0
23.0	14.0
24.0	7.0
25.0	3.0
27.0	10.0
28.0	1.0
29.0	1.0
30.0	1.0
31.0	1.0
32.0	2.0
33.0	2.0
34.0	2.0
36.0	2.0
37.0	5.0
38.0	3.0
39.0	6.0
40.0	2.0
42.0	1.0
43.0	1.0
44.0	1.0
46.0	6.0
47.0	2.0
48.0	1.0
49.0	1.0
51.0	3.0
52.0	1.0
53.0	3.0
54.0	7.0
55.0	1.0
56.0	2.0
57.0	3.0
58.0	2.0
59.0	3.0
60.0	3.0
61.0	3.0
62.0	3.0
63.0	1.0
64.0	3.0
65.0	2.0
66.0	1.0
67.0	5.0
71.0	2.0
72.0	12.0
73.0	2.0
74.0	4.0
75.0	3.0
76.0	2.0
77.0	1.0
79.0	2.0
80.0	7.0
81.0	5.0
84.0	2.0
85.0	4.0
86.0	19.0
87.0	4.0
89.0	3.0
90.0	4.0
91.0	1.0
92.0	4.0
93.0	1.0
94.0	4.0
95.0	4.0
96.0	3.0
97.0	2.0
98.0	31.0
99.0	3.0
100.0	10.0
101.0	2.0
102.0	7.0
103.0	2.0
104.0	3.0
105.0	4.0
106.0	7.0
107.0	6.0
108.0	4.0
109.0	12.0
110.0	4.0
111.0	4.0
112.0	4.0
113.0	22.0
114.0	9.0
115.0	6.0
116.0	3.0
117.0	3.0
118.0	4.0
119.0	5.0
120.0	3.0
121.0	5.0
122.0	2.0
123.0	3.0
124.0	10.0
125.0	4.0
126.0	2.0
128.0	3.0
129.0	4.0
130.0	2.0
131.0	4.0
132.0	5.0
133.0	1.0
134.0	5.0
135.0	14.0
137.0	7.0
138.0	2.0
139.0	7.0
140.0	13.0
141.0	8.0
142.0	6.0
143.0	10.0
144.0	5.0
145.0	6.0
146.0	2.0
147.0	8.0
148.0	4.0
149.0	6.0
150.0	5.0
151.0	7.0
152.0	2.0
153.0	9.0
154.0	4.0
155.0	2.0
156.0	9.0
157.0	17.0
158.0	11.0
159.0	2.0
160.0	8.0
161.0	2.0
162.0	3.0
163.0	4.0
164.0	6.0
165.0	4.0
166.0	10.0
167.0	4.0
168.0	25.0
169.0	12.0
170.0	4.0
171.0	12.0
172.0	2.0
173.0	5.0
174.0	8.0
175.0	4.0
176.0	8.0
177.0	11.0
178.0	12.0
179.0	25.0
180.0	9.0
181.0	4.0
182.0	5.0
183.0	7.0
184.0	5.0
185.0	13.0
186.0	11.0
187.0	6.0
188.0	5.0
189.0	4.0
190.0	8.0
191.0	5.0
192.0	11.0
193.0	5.0
194.0	33.0
195.0	13.0
196.0	12.0
197.0	83.0
198.0	15.0
199.0	12.0
200.0	20.0
201.0	6.0
202.0	6.0
203.0	8.0
204.0	8.0
205.0	13.0
206.0	10.0
207.0	8.0
208.0	13.0
209.0	8.0
210.0	9.0
211.0	10.0
212.0	5.0
213.0	42.0
214.0	14.0
215.0	14.0
216.0	8.0
217.0	15.0
218.0	8.0
219.0	33.0
220.0	11.0
221.0	41.0
222.0	18.0
223.0	8.0
224.0	5.0
225.0	9.0
226.0	8.0
227.0	8.0
228.0	6.0
229.0	7.0
230.0	4.0
231.0	19.0
232.0	12.0
233.0	9.0
234.0	12.0
235.0	15.0
236.0	7.0
237.0	5.0
238.0	3.0
239.0	11.0
240.0	9.0
241.0	17.0
242.0	12.0
243.0	10.0
244.0	27.0
245.0	13.0
246.0	15.0
247.0	8.0
248.0	7.0
249.0	10.0
250.0	8.0
251.0	6.0
252.0	14.0
253.0	14.0
254.0	15.0
255.0	38.0
256.0	11.0
257.0	11.0
258.0	16.0
259.0	14.0
260.0	17.0
261.0	12.0
262.0	12.0
263.0	8.0
264.0	12.0
265.0	8.0
266.0	18.0
267.0	15.0
268.0	12.0
269.0	16.0
270.0	15.0
271.0	30.0
272.0	27.0
273.0	11.0
274.0	9.0
275.0	17.0
276.0	9.0
277.0	12.0
278.0	12.0
279.0	15.0
280.0	8.0
281.0	18.0
282.0	14.0
283.0	23.0
284.0	15.0
285.0	14.0
286.0	12.0
287.0	10.0
288.0	13.0
289.0	7.0
290.0	10.0
291.0	19.0
292.0	11.0
293.0	17.0
294.0	7.0
295.0	19.0
296.0	8.0
297.0	17.0
298.0	15.0
299.0	13.0
300.0	10.0
301.0	14.0
302.0	9.0
303.0	17.0
304.0	18.0
305.0	11.0
306.0	25.0
307.0	21.0
308.0	33.0
309.0	6.0
310.0	9.0
311.0	12.0
312.0	10.0
313.0	17.0
314.0	22.0
315.0	16.0
316.0	17.0
317.0	14.0
318.0	14.0
319.0	7.0
320.0	16.0
321.0	17.0
322.0	23.0
323.0	16.0
324.0	24.0
325.0	8.0
326.0	15.0
327.0	11.0
328.0	27.0
329.0	19.0
330.0	24.0
331.0	18.0
332.0	13.0
333.0	10.0
334.0	16.0
335.0	9.0
336.0	21.0
337.0	7.0
338.0	14.0
339.0	15.0
340.0	7.0
341.0	9.0
342.0	16.0
343.0	9.0
344.0	11.0
345.0	20.0
346.0	19.0
347.0	21.0
348.0	14.0
349.0	12.0
350.0	13.0
351.0	5.0
352.0	11.0
353.0	11.0
354.0	14.0
355.0	20.0
356.0	17.0
357.0	13.0
358.0	4.0
359.0	10.0
360.0	15.0
361.0	17.0
362.0	11.0
363.0	13.0
364.0	14.0
365.0	11.0
366.0	15.0
367.0	10.0
368.0	12.0
369.0	16.0
370.0	6.0
371.0	14.0
372.0	10.0
373.0	16.0
374.0	11.0
375.0	18.0
376.0	23.0
377.0	6.0
378.0	17.0
379.0	13.0
380.0	9.0
381.0	16.0
382.0	6.0
383.0	19.0
384.0	22.0
385.0	11.0
386.0	21.0
387.0	17.0
388.0	8.0
389.0	10.0
390.0	11.0
391.0	12.0
392.0	11.0
393.0	2.0
394.0	6.0
395.0	14.0
396.0	6.0
397.0	11.0
398.0	8.0
399.0	12.0
400.0	6.0
401.0	20.0
402.0	8.0
403.0	9.0
404.0	8.0
405.0	5.0
406.0	24.0
407.0	5.0
408.0	6.0
409.0	13.0
410.0	6.0
411.0	11.0
412.0	9.0
413.0	10.0
414.0	5.0
415.0	5.0
416.0	23.0
417.0	5.0
418.0	4.0
419.0	8.0
420.0	7.0
421.0	11.0
422.0	3.0
423.0	3.0
424.0	9.0
425.0	10.0
426.0	6.0
427.0	8.0
428.0	16.0
429.0	6.0
430.0	5.0
431.0	9.0
432.0	7.0
433.0	1.0
434.0	3.0
435.0	11.0
436.0	6.0
437.0	6.0
438.0	8.0
439.0	7.0
440.0	8.0
441.0	7.0
442.0	9.0
443.0	5.0
444.0	7.0
445.0	5.0
446.0	11.0
447.0	3.0
448.0	10.0
449.0	17.0
450.0	5.0
451.0	9.0
452.0	15.0
453.0	1.0
454.0	5.0
455.0	6.0
456.0	6.0
457.0	3.0
458.0	9.0
459.0	6.0
460.0	2.0
461.0	10.0
462.0	4.0
463.0	4.0
464.0	3.0
465.0	4.0
466.0	7.0
467.0	5.0
468.0	4.0
469.0	7.0
470.0	3.0
471.0	3.0
472.0	4.0
473.0	7.0
474.0	4.0
475.0	4.0
476.0	1.0
478.0	3.0
479.0	2.0
480.0	8.0
481.0	3.0
482.0	5.0
483.0	6.0
484.0	4.0
485.0	5.0
486.0	3.0
487.0	4.0
488.0	3.0
489.0	3.0
490.0	2.0
491.0	6.0
492.0	5.0
493.0	7.0
494.0	2.0
497.0	2.0
498.0	2.0
499.0	6.0
500.0	4.0
501.0	4.0
502.0	2.0
504.0	3.0
505.0	1.0
506.0	6.0
507.0	3.0
508.0	5.0
509.0	5.0
510.0	4.0
511.0	1.0
512.0	2.0
513.0	10.0
514.0	2.0
515.0	2.0
516.0	3.0
517.0	4.0
518.0	3.0
519.0	1.0
520.0	1.0
521.0	1.0
523.0	1.0
524.0	3.0
525.0	1.0
526.0	2.0
527.0	3.0
528.0	1.0
529.0	2.0
530.0	8.0
532.0	1.0
533.0	2.0
534.0	4.0
535.0	3.0
536.0	2.0
537.0	3.0
538.0	1.0
539.0	2.0
540.0	1.0
541.0	1.0
542.0	2.0
544.0	3.0
545.0	3.0
546.0	2.0
547.0	1.0
548.0	1.0
549.0	1.0
550.0	4.0
551.0	1.0
553.0	1.0
555.0	1.0
556.0	1.0
558.0	3.0
559.0	1.0
561.0	1.0
562.0	4.0
563.0	3.0
564.0	4.0
565.0	3.0
566.0	2.0
567.0	1.0
568.0	4.0
569.0	1.0
570.0	4.0
571.0	2.0
572.0	7.0
573.0	2.0
574.0	1.0
576.0	1.0
578.0	3.0
579.0	2.0
580.0	1.0
581.0	2.0
582.0	1.0
583.0	2.0
584.0	2.0
587.0	3.0
588.0	1.0
589.0	1.0
590.0	1.0
591.0	3.0
592.0	2.0
595.0	1.0
596.0	1.0
597.0	1.0
598.0	1.0
599.0	1.0
601.0	1.0
602.0	2.0
605.0	1.0
606.0	1.0
607.0	3.0
608.0	2.0
611.0	1.0
615.0	3.0
616.0	1.0
617.0	2.0
618.0	3.0
622.0	1.0
624.0	1.0
625.0	2.0
627.0	1.0
629.0	1.0
630.0	1.0
632.0	3.0
634.0	2.0
641.0	1.0
645.0	1.0
649.0	1.0
650.0	3.0
651.0	1.0
652.0	1.0
657.0	1.0
660.0	1.0
661.0	1.0
662.0	1.0
670.0	2.0
673.0	1.0
676.0	1.0
682.0	1.0
683.0	1.0
685.0	1.0
686.0	1.0
693.0	1.0
696.0	1.0
699.0	1.0
701.0	1.0
702.0	1.0
703.0	1.0
705.0	1.0
708.0	1.0
709.0	1.0
726.0	2.0
754.0	1.0
766.0	1.0
773.0	1.0
784.0	1.0
