seq_name	chromosome_score	plasmid_score	virus_score
JAJIVX010000096.1	0.6450	0.2334	0.1216
JAJIVX010000097.1	0.4718	0.5218	0.0065
JAJIVX010000098.1	0.5455	0.4505	0.0040
JAJIVX010000099.1	0.4537	0.5230	0.0233
JAJIVX010000100.1	0.5270	0.4450	0.0279
JAJIVX010000101.1	0.0331	0.9393	0.0275
JAJIVX010000102.1	0.4273	0.5679	0.0048
JAJIVX010000103.1	0.5120	0.4830	0.0049
JAJIVX010000104.1	0.1119	0.8089	0.0792
JAJIVX010000105.1	0.6927	0.0837	0.2236
JAJIVX010000106.1	0.4070	0.5445	0.0486
JAJIVX010000107.1	0.5625	0.4280	0.0095
JAJIVX010000108.1	0.4497	0.5272	0.0232
JAJIVX010000109.1	0.4692	0.5271	0.0036
JAJIVX010000110.1	0.5356	0.4167	0.0476
JAJIVX010000111.1	0.2524	0.5754	0.1722
JAJIVX010000112.1	0.5184	0.4018	0.0798
JAJIVX010000113.1	0.1245	0.8656	0.0099
JAJIVX010000114.1	0.2771	0.7170	0.0059
JAJIVX010000115.1	0.5908	0.4087	0.0005
JAJIVX010000010.1	0.4903	0.4661	0.0436
JAJIVX010000116.1	0.4154	0.5666	0.0180
JAJIVX010000117.1	0.3779	0.6070	0.0151
JAJIVX010000118.1	0.5157	0.2763	0.2079
JAJIVX010000119.1	0.1143	0.8278	0.0579
JAJIVX010000120.1	0.4266	0.5483	0.0251
JAJIVX010000121.1	0.1894	0.1789	0.6317
JAJIVX010000122.1	0.5327	0.4543	0.0130
JAJIVX010000123.1	0.7818	0.2168	0.0014
JAJIVX010000124.1	0.5553	0.4286	0.0161
JAJIVX010000125.1	0.5927	0.3026	0.1047
JAJIVX010000011.1	0.4175	0.5483	0.0343
JAJIVX010000126.1	0.2548	0.4311	0.3140
JAJIVX010000127.1	0.4440	0.4735	0.0825
JAJIVX010000128.1	0.2595	0.2991	0.4414
JAJIVX010000129.1	0.5178	0.4226	0.0596
JAJIVX010000130.1	0.3496	0.6402	0.0102
JAJIVX010000012.1	0.4119	0.5790	0.0092
JAJIVX010000013.1	0.2323	0.5692	0.1985
JAJIVX010000014.1	0.0091	0.9705	0.0204
JAJIVX010000015.1	0.4232	0.5619	0.0149
JAJIVX010000016.1	0.4754	0.5008	0.0238
JAJIVX010000017.1	0.4424	0.5178	0.0398
JAJIVX010000018.1	0.3677	0.6197	0.0127
JAJIVX010000001.1	0.0032	0.8727	0.1241
JAJIVX010000019.1	0.2615	0.4037	0.3349
JAJIVX010000020.1	0.4014	0.5195	0.0791
JAJIVX010000021.1	0.4877	0.4940	0.0183
JAJIVX010000022.1	0.5589	0.4168	0.0244
JAJIVX010000023.1	0.5399	0.4508	0.0093
JAJIVX010000024.1	0.6778	0.3177	0.0045
JAJIVX010000025.1	0.5297	0.4546	0.0157
JAJIVX010000026.1	0.5429	0.2687	0.1883
JAJIVX010000027.1	0.4651	0.5332	0.0016
JAJIVX010000028.1	0.1469	0.7984	0.0547
JAJIVX010000002.1	0.4384	0.4450	0.1166
JAJIVX010000029.1	0.5099	0.4760	0.0141
JAJIVX010000030.1	0.2967	0.4306	0.2727
JAJIVX010000031.1	0.4125	0.3740	0.2135
JAJIVX010000032.1	0.4175	0.4206	0.1618
JAJIVX010000033.1	0.0112	0.8301	0.1587
JAJIVX010000034.1	0.3268	0.6528	0.0203
JAJIVX010000035.1	0.5302	0.4303	0.0395
JAJIVX010000036.1	0.3367	0.6021	0.0612
JAJIVX010000037.1	0.5101	0.4646	0.0253
JAJIVX010000038.1	0.0870	0.8508	0.0622
JAJIVX010000003.1	0.4303	0.5561	0.0136
JAJIVX010000039.1	0.4357	0.5180	0.0463
JAJIVX010000040.1	0.5341	0.4565	0.0094
JAJIVX010000041.1	0.4231	0.2109	0.3660
JAJIVX010000042.1	0.4209	0.5688	0.0103
JAJIVX010000043.1	0.4582	0.5164	0.0254
JAJIVX010000044.1	0.3867	0.5843	0.0290
JAJIVX010000045.1	0.1644	0.7494	0.0862
JAJIVX010000046.1	0.2667	0.5673	0.1660
JAJIVX010000047.1	0.4657	0.5305	0.0038
JAJIVX010000004.1	0.5068	0.1312	0.3620
JAJIVX010000048.1	0.4213	0.5541	0.0246
JAJIVX010000049.1	0.6620	0.3072	0.0308
JAJIVX010000050.1	0.6590	0.3274	0.0136
JAJIVX010000051.1	0.4781	0.4653	0.0566
JAJIVX010000052.1	0.5950	0.3916	0.0135
JAJIVX010000053.1	0.6535	0.2255	0.1210
JAJIVX010000054.1	0.5770	0.4168	0.0062
JAJIVX010000055.1	0.5579	0.4310	0.0112
JAJIVX010000056.1	0.5221	0.4660	0.0120
JAJIVX010000057.1	0.5885	0.4027	0.0089
JAJIVX010000005.1	0.4441	0.3119	0.2440
JAJIVX010000058.1	0.5062	0.4843	0.0096
JAJIVX010000059.1	0.4064	0.4661	0.1275
JAJIVX010000060.1	0.3008	0.6968	0.0023
JAJIVX010000061.1	0.3374	0.6536	0.0090
JAJIVX010000062.1	0.5719	0.1379	0.2901
JAJIVX010000063.1	0.4295	0.5532	0.0173
JAJIVX010000064.1	0.6700	0.2565	0.0735
JAJIVX010000065.1	0.5230	0.4484	0.0286
