#Position (bp)	mapping quality
6876.0	59.98832916970357
20627.0	59.993474177856065
34378.0	59.99605698014687
48129.0	59.99710865785111
61880.0	59.30876969340394
75631.0	59.99500746514649
89382.0	59.995530753767326
103133.0	59.976578009314174
116884.0	59.996080390454324
130635.0	59.82242961256666
144386.0	59.99252345549094
158137.0	59.99497119501815
171888.0	59.99540078270719
185639.0	59.994165379044716
199390.0	59.97845816754213
213141.0	59.99591130264308
226892.0	59.99658602653854
240643.0	59.996932053681014
254394.0	59.9895089861553
268145.0	59.98875374397708
281896.0	59.995766212479246
295647.0	58.9191835920724
309398.0	59.98757371632143
323149.0	59.99450725590834
336900.0	59.994664137568236
350651.0	59.99143395401605
364402.0	59.99283186590406
378153.0	59.98617089720035
391904.0	59.99446238015516
405655.0	59.993534918055936
419406.0	59.995707304010175
433157.0	59.3205971994471
446908.0	59.44788134405739
460659.0	59.99635551879207
474410.0	59.98475943102344
488161.0	59.9956220313149
501912.0	59.99549512374143
515663.0	59.98311016569237
529414.0	59.994921186087645
543165.0	59.99431784668017
556916.0	59.982482101802844
570667.0	59.99517616850697
584418.0	59.63342861330988
598169.0	59.664872476348386
611920.0	59.995546800814125
625671.0	59.87748869290023
639422.0	59.995624260182524
653173.0	59.98335877179986
666924.0	59.99468206294234
680675.0	59.995651458653214
694426.0	59.686871873363046
708177.0	59.99394560937643
721928.0	59.98833897218337
735679.0	59.23757529380839
749430.0	59.995092543072595
763181.0	59.76133882632558
776932.0	58.88316724243171
790683.0	59.80251592460061
804434.0	57.40217181006529
818185.0	58.879415208611064
831936.0	59.991339936519495
845687.0	59.996162440313384
859438.0	59.994703794083364
873189.0	59.99276319006405
886940.0	59.99524215898876
900691.0	59.98506861844513
914442.0	59.99313753414909
928193.0	59.99449644698222
941944.0	59.99630862317861
955695.0	59.991649653618346
969446.0	59.967991810777534
983197.0	59.99294166066468
996948.0	59.995849969136366
1010699.0	59.99298725200208
1024450.0	59.991567213838835
1038201.0	59.929054015895666
1051952.0	59.99684786061249
1065703.0	59.993288837424274
1079454.0	59.98747987527963
1093205.0	59.948118339740155
1106956.0	59.995067762590324
1120707.0	59.99422723796813
1134458.0	59.9954912478939
1148209.0	59.95758780916733
1161960.0	59.96566136698902
1175711.0	59.9958483908745
1189462.0	59.99426661123813
1203213.0	59.97744323866995
1216964.0	59.990049342837274
1230715.0	59.99579441994726
1244466.0	59.996287411996676
1258217.0	59.9857848180212
1271968.0	59.98254461101047
1285719.0	59.98656684774851
1299470.0	59.94804022034842
1313221.0	59.989999583992436
1326972.0	59.99639819497597
1340723.0	59.98122084948651
1354474.0	59.99734647499877
1368225.0	59.99582364696766
1381976.0	59.99788058832522
1395727.0	59.99742745671787
1409478.0	59.59161427581096
1423229.0	59.99181289288428
1436980.0	59.99649820998475
1450731.0	59.99611572903194
1464482.0	59.997005668657806
1478233.0	59.97561260586584
1491984.0	59.99716780946134
1505735.0	59.99753566361213
1519486.0	59.99737277695524
1533237.0	59.99522219129789
1546988.0	59.99551583801762
1560739.0	59.968041604497145
1574490.0	59.98886914334224
1588241.0	58.50819361292176
1601992.0	59.99348774230486
1615743.0	59.99352302277988
1629494.0	59.06859919562344
1643245.0	59.99245384134721
1656996.0	59.99520702570505
1670747.0	59.99546759027991
1684498.0	59.98362933658485
1698249.0	59.99239234031242
1712000.0	59.997555163754875
1725751.0	59.99484012828857
1739502.0	59.99660751650507
1753253.0	59.946944785110716
1767004.0	59.994633273703045
1780755.0	59.995605648284226
1794506.0	59.994019550139065
1808257.0	59.99373203664817
1822008.0	59.997051184656016
1835759.0	59.984815241041176
1849510.0	59.987868816396116
1863261.0	59.99619852481099
1877012.0	58.19258239278519
1890763.0	59.98787415586786
1904514.0	58.10983118690043
1918265.0	57.912266555892366
1932016.0	59.69883359735848
1945767.0	59.88577142333571
1959518.0	55.54848261026268
1973269.0	59.6772538655633
1987020.0	59.99627073400519
2000771.0	59.978727620142365
2014522.0	59.70499660091328
2028273.0	59.99358178462625
2042024.0	59.99665973299223
2055775.0	59.923908432660994
2069526.0	59.974513056791125
2083277.0	59.54796935141552
2097028.0	59.995909929064666
2110779.0	59.99522291408876
2124530.0	59.54233388551445
2138281.0	59.98556817786027
2152032.0	59.99414809938747
2165783.0	59.998800143287234
2179534.0	59.99374113724193
2193285.0	59.994354174737104
2207036.0	59.99409397162139
2220787.0	59.997356760938395
2234538.0	59.9953737688703
2248289.0	59.99425952502199
2262040.0	59.98962543381342
2275791.0	59.997102602696636
2289542.0	59.99139231603317
2303293.0	59.95753231046555
2317044.0	59.995263985098084
2330795.0	59.96574595050727
2344546.0	59.807169055456804
2358297.0	59.98275749127605
2372048.0	59.98714916104517
2385799.0	59.99466595560586
2399550.0	59.98676300527964
2413301.0	59.987592193144316
2427052.0	59.99445447836353
2440803.0	59.99547766498542
2454554.0	59.97419653964625
2468305.0	59.12011083002048
2482056.0	59.45199698295505
2495807.0	55.64356055875689
2509558.0	59.996772925573474
2523309.0	59.99062445841241
2537060.0	59.99509838588383
2550811.0	59.38494512482444
2564562.0	59.99280922771383
2578313.0	59.91015855731329
2592064.0	59.994093417583834
2605815.0	59.97877975324898
2619566.0	59.9895997254026
2633317.0	59.99442090346457
2647068.0	59.99630073578428
2660819.0	59.99499007902519
2674570.0	59.22963895702099
2688321.0	59.996799035267735
2702072.0	59.98704696384725
2715823.0	59.99518492230216
2729574.0	59.98153045467206
2743325.0	59.97525061010723
2757076.0	59.996059396174246
2770827.0	59.97640655252863
2784578.0	59.99308935779083
2798329.0	59.995125393051616
2812080.0	59.997249842819556
2825831.0	59.96997841383215
2839582.0	59.51702430711579
2853333.0	59.987420923501254
2867084.0	59.99572762229446
2880835.0	59.993735026411834
2894586.0	59.98707744540917
2908337.0	59.76180024752815
2922088.0	59.9751001835299
2935839.0	59.99611342466736
2949590.0	59.99461392640075
2963341.0	59.9939708923621
2977092.0	59.99534415938244
2990843.0	59.99656832675548
3004594.0	59.995004281623935
3018345.0	59.9953828761502
3032096.0	59.995677588576605
3045847.0	59.99499436528397
3059598.0	59.74158819884999
3073349.0	59.986103926573556
3087100.0	59.976087734944315
3100851.0	59.994095714041066
3114602.0	59.99623052246691
3128353.0	59.993106873686784
3142104.0	59.991541732299304
3155855.0	59.995808923742516
3169606.0	59.99492708670895
3183357.0	59.991210335616
3197108.0	59.98663149580373
3210859.0	59.98699550700167
3224610.0	59.99532089982974
3238361.0	59.994814566151014
3252112.0	59.9858721304639
3265863.0	59.99636686684769
3279614.0	59.99703303380185
3293365.0	59.995935417999945
3307116.0	59.62909729442213
3320867.0	59.996158719033886
3334618.0	58.92632179535945
3348369.0	59.9946591504032
3362120.0	59.912700145658505
3375871.0	59.95705042196384
3389622.0	59.997798807542985
3403373.0	59.985111683816044
3417124.0	59.993669227742636
3430875.0	59.99355685001943
3444626.0	58.94077093518408
3458377.0	59.99349182730068
3472128.0	59.01838607471291
3485879.0	59.99740377066098
3499630.0	59.99518996020124
3513381.0	59.56456141540779
3527132.0	59.99444649466937
3540883.0	59.92666634236994
3554634.0	59.99719286358164
3568385.0	59.99551243635955
3582136.0	59.992369261570175
3595887.0	59.627557717321764
3609638.0	59.99197562002593
3623389.0	59.991025770323866
3637140.0	59.99474020315385
3650891.0	59.96151432106355
3664642.0	59.98867941272256
3678393.0	59.996311988652785
3692144.0	59.98287135176961
3705895.0	59.99458096954732
3719646.0	59.98467035623651
3733397.0	59.997366984767545
3747148.0	59.9938813051904
3760899.0	59.98756531343923
3774650.0	59.99195438898235
3788401.0	59.65652164878475
3802152.0	59.994340512498034
3815903.0	59.98624397032214
3829654.0	59.99222195493545
3843405.0	59.98770674830346
3857156.0	59.968822407004616
3870907.0	59.99116966493953
3884658.0	57.31307512954153
3898409.0	59.996372484274524
3912160.0	59.99488010438638
3925911.0	59.99680948112422
3939662.0	59.99707004003368
3953413.0	59.94336692566272
3967164.0	59.99620395370058
3980915.0	59.99776975002212
3994666.0	59.99484033792424
4008417.0	59.99717363846216
4022168.0	59.991272642132586
4035919.0	59.95189402007633
4049670.0	59.99218058007249
4063421.0	59.995994204445225
4077172.0	59.99622136407233
4090923.0	58.988271813116086
4104674.0	59.99088967049076
4118425.0	59.846963219111075
4132176.0	59.99607418043438
4145927.0	59.97784670941457
4159678.0	59.09685070241887
4173429.0	59.67906838896914
4187180.0	59.869818795420414
4200931.0	59.98599329005559
4214682.0	59.9928827588712
4228433.0	59.75237120482962
4242184.0	59.85736168577178
4255935.0	59.9973035969584
4269686.0	59.99239433992608
4283437.0	59.953212497629586
4297188.0	59.99603363837985
4310939.0	59.993980106174455
4324690.0	11.535426970979083
4338441.0	59.99381940875472
4352192.0	59.994357533977855
4365943.0	59.99193013273773
4379694.0	59.99629510354387
4393445.0	59.984171196404255
4407196.0	59.991082342103205
4420947.0	59.99448091209961
4434698.0	59.995512661006
4448449.0	59.99270885107215
4462200.0	59.986808408310694
4475951.0	59.99690691475869
4489702.0	59.9954425318279
4503453.0	59.93041068823661
4517204.0	59.996567706114085
4530955.0	59.99652458867294
4544706.0	59.98876832008236
4558457.0	59.99417220059537
4572208.0	59.99028627444813
4585959.0	59.99314239275944
4599710.0	59.99548061154999
4613461.0	59.995817159098465
4627212.0	59.99456007875819
4640963.0	59.99081519174907
4654714.0	59.99360992612511
4668465.0	59.99441108870192
4682216.0	59.85773808964251
4695967.0	59.612423706248165
4709718.0	59.99582957028003
4723469.0	59.98115582160198
4737220.0	59.937229883692424
4750971.0	59.99562615303845
