#Position (bp)	insert size
6876.0	10796.577485079235
20627.0	346.7836170212766
34378.0	342.4823859952453
48129.0	1112.7658914728681
61880.0	344.52084857351866
75631.0	1686.7863247863247
89382.0	419.9080112286763
103133.0	1177.4769757978154
116884.0	2874.9565502183405
130635.0	345.43704839062843
144386.0	437.98653980041775
158137.0	1185.4414314292064
171888.0	1288.946502057613
185639.0	337.62942354774094
199390.0	1177.1534993559467
213141.0	347.50890697162964
226892.0	343.000895455563
240643.0	344.2154049878614
254394.0	346.08565737051794
268145.0	343.1016269747701
281896.0	343.3346153846154
295647.0	24658.835116837738
309398.0	416.4192139737991
323149.0	1907.3078139114725
336900.0	1189.7513599274705
350651.0	343.63193277310927
364402.0	1316.8149850609054
378153.0	337.7731322823852
391904.0	345.2911849710983
405655.0	338.4053921568627
419406.0	343.9189580318379
433157.0	351.01660042085575
446908.0	348.42711121927476
460659.0	347.2331667856293
474410.0	347.3203556837299
488161.0	2547.0551408620277
501912.0	743.1616259375756
515663.0	344.222839208112
529414.0	345.02484047402004
543165.0	825.4109141791045
556916.0	1506.4082938388626
570667.0	798.2459600760457
584418.0	343.34642094017096
598169.0	343.1225466730493
611920.0	344.1695278969957
625671.0	338.1288375754395
639422.0	447.60206653225805
653173.0	776.2144061671886
666924.0	343.7444500504541
680675.0	1120.644740145619
694426.0	338.1302742616034
708177.0	346.08710976837864
721928.0	342.26594167078594
735679.0	341.1116554925219
749430.0	832.6470442740539
763181.0	343.66762627584404
776932.0	336.2267441860465
790683.0	332.60494958753435
804434.0	350.83279742765274
818185.0	340.79682026407977
831936.0	337.94034018786493
845687.0	349.70965290093744
859438.0	348.11892583120203
873189.0	669.2738484772212
886940.0	347.4055485498108
900691.0	343.9604014103607
914442.0	341.82109617373317
928193.0	1047.5367762128326
941944.0	351.28202308960965
955695.0	529.96120906801
969446.0	2085.486218302095
983197.0	343.7717765422293
996948.0	341.69755841428196
1010699.0	346.71923076923076
1024450.0	347.9342723004695
1038201.0	1301.7579650565262
1051952.0	851.3819957761351
1065703.0	1394.2386022386022
1079454.0	344.48114948589506
1093205.0	342.25621761658033
1106956.0	348.4781233526621
1120707.0	341.0703653585927
1134458.0	1041.5851122058018
1148209.0	338.86130790190737
1161960.0	345.54744525547443
1175711.0	339.1319769040418
1189462.0	343.05356647238415
1203213.0	341.7963157894737
1216964.0	345.51866883116884
1230715.0	344.8972437784319
1244466.0	344.26071128535426
1258217.0	347.2876787678768
1271968.0	1299.5895293790031
1285719.0	347.3503294185047
1299470.0	346.2218420302253
1313221.0	343.8752777777778
1326972.0	347.5528991481176
1340723.0	351.60230790880945
1354474.0	1680.817373853211
1368225.0	346.6392896781354
1381976.0	1326.6105051664754
1395727.0	345.5596614950635
1409478.0	345.5069225928257
1423229.0	337.91319444444446
1436980.0	344.020325203252
1450731.0	341.60237221123975
1464482.0	336.4911920140928
1478233.0	333.32128637059725
1491984.0	1241.2617291236352
1505735.0	343.8399051289653
1519486.0	342.74496257915945
1533237.0	347.3941227312014
1546988.0	1336.1102362204724
1560739.0	342.4185710153312
1574490.0	347.31669535283993
