CP018463.1_158 # 136129 # 137214 # 1 # ID=3_158;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.692	PF00589.RP35	1.482E-12	59
CP018467.1_3510 # 4172775 # 4173722 # -1 # ID=1_3510;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.651	TIGR02249	8.339E-153	469
CP018467.1_1637 # 1972975 # 1974291 # -1 # ID=1_1637;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.604	PRK09692	1.791E-52	183
CP018467.1_1578 # 1904436 # 1905710 # -1 # ID=1_1578;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.685	PF00589.RP35	2.059E-12	59
CP018467.1_634 # 767991 # 769232 # 1 # ID=1_634;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.598	PF00589.RP35	2.304E-13	62
CP018464.1_22 # 18980 # 19693 # 1 # ID=2_22;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.682	PF00589.RP35	4.509E-14	62
CP018463.1_181 # 162112 # 163158 # -1 # ID=3_181;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.600	PF00589.RP35	4.269E-10	51
CP018467.1_2050 # 2499428 # 2500819 # 1 # ID=1_2050;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.575	PF00589.RP35	4.044E-15	68
CP018467.1_2795 # 3353395 # 3354696 # -1 # ID=1_2795;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.502	PF00589.RP35	5.162E-13	61
CP018467.1_1676 # 2017390 # 2018616 # -1 # ID=1_1676;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.673	PRK09692	6.354E-75	248
CP018467.1_2200 # 2673233 # 2674594 # -1 # ID=1_2200;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.568	PF00589.RP35	1.637E-10	53
CP018464.1_100 # 94966 # 96237 # 1 # ID=2_100;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.671	PF00589.RP35	3.527E-11	55
CP018463.1_3 # 4026 # 4739 # -1 # ID=3_3;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.681	PF00589.RP35	4.509E-14	62
CP018467.1_2040 # 2490582 # 2492039 # 1 # ID=1_2040;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.604	PF00589.RP35	1.015E-19	83
CP018467.1_3187 # 3797746 # 3798663 # -1 # ID=1_3187;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.669	COG4973	2.520E-126	392
CP018467.1_1398 # 1718722 # 1719936 # -1 # ID=1_1398;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.613	PRK09692	1.296E-73	244
CP018467.1_1622 # 1958726 # 1960000 # 1 # ID=1_1622;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.664	PF00589.RP35	8.545E-12	57
CP018467.1_2341 # 2834733 # 2835980 # 1 # ID=1_2341;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.500	PF00589.RP35	5.580E-14	64
CP018467.1_2754 # 3321183 # 3322700 # 1 # ID=1_2754;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.638	PF00589.RP35	4.734E-11	55
CP018464.1_106 # 103606 # 104712 # 1 # ID=2_106;partial=00;start_type=GTG;rbs_motif=AGxAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.706	PF00589.RP35	4.243E-14	64
CP018467.1_1527 # 1865662 # 1866864 # 1 # ID=1_1527;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.628	PRK09692	3.646E-45	160
CP018467.1_377 # 421019 # 422110 # 1 # ID=1_377;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.679	TIGR02225	5.438E-118	371
