seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIUA010000027.1	2585	No terminal repeats	3	11	1.0000	NA	2	4.4475	T_virB5	NA
JAJIUA010000033.1	6243	No terminal repeats	8	11	1.0000	NA	0	4.2600	NA	NA
JAJIUA010000054.1	10223	No terminal repeats	14	11	1.0000	NA	0	4.2103	NA	NA
JAJIUA010000108.1	13735	No terminal repeats	15	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JAJIUA010000043.1	14859	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIUA010000080.1	30910	No terminal repeats	36	11	1.0000	NA	10	22.1400	T_virB1;T_virB2;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
JAJIUA010000087.1	9508	No terminal repeats	13	11	1.0000	NA	1	4.1705	NA	NA
JAJIUA010000009.1	6312	No terminal repeats	8	11	1.0000	NA	0	2.1428	NA	NA
JAJIUA010000038.1	7638	No terminal repeats	9	11	0.9999	NA	1	7.1485	NA	NA
JAJIUA010000061.1	12158	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JAJIUA010000102.1	7012	No terminal repeats	7	11	0.9998	NA	0	6.7752	NA	NA
JAJIUA010000050.1	40064	No terminal repeats	31	11	0.9998	NA	0	6.3270	NA	NA
JAJIUA010000060.1	159054	No terminal repeats	174	11	0.9998	NA	8	34.4628	I_trbA;I_traW;I_traY;I_traK;I_traI;I_traM;I_traN;traU	NF000272
JAJIUA010000025.1	7823	No terminal repeats	8	11	0.9996	NA	2	5.1548	T_virB6;T_virB6	NA
JAJIUA010000077.1	62476	No terminal repeats	61	11	0.9991	NA	0	0.6677	NA	NA
JAJIUA010000072.1	7139	No terminal repeats	5	11	0.9979	NA	0	1.3109	NA	NA
JAJIUA010000037.1	20585	No terminal repeats	19	11	0.9910	NA	0	0.3959	NA	NA
JAJIUA010000103.1	11618	No terminal repeats	8	11	0.9043	NA	0	0.8983	NA	NA
