gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JAJIVW010000098.1_1	21	974	954	-1	0.606	11	GGAG/GAGG	GENOMAD.047390.PP	2.881e-28	119	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000098.1_2	1231	1851	621	-1	0.651	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000098.1_3	2420	3742	1323	1	0.634	11	GGA/GAG/AGG	GENOMAD.080453.PP	9.573e-08	57	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000098.1_4	4153	4731	579	1	0.572	11	AGxAG	GENOMAD.114461.PP	9.469e-25	104	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000098.1_5	4789	5190	402	1	0.582	11	GGA/GAG/AGG	GENOMAD.114461.PP	7.729e-37	136	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000098.1_6	5178	6245	1068	-1	0.669	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000098.1_7	6439	7011	573	1	0.672	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000099.1_1	3	500	498	-1	0.633	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000100.1_1	2	1351	1350	1	0.559	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000100.1_2	1814	3838	2025	1	0.639	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000100.1_3	3835	5595	1761	1	0.680	11	None	GENOMAD.192010.PC	9.042e-25	113	0	0	0	1	NA	NA	NA	PF00497;K16254;TIGR03871;COG0834	quinoprotein dehydrogenase-associated probable ABC transporter substrate-binding protein
JAJIVW010000100.1_4	5592	5771	180	1	0.650	11	None	GENOMAD.168413.CP	3.819e-26	101	0	0	0	1	NA	NA	NA	PF09086;COG3245;TIGR03046;K12263	Cytochrome c5
JAJIVW010000101.1_1	3	1241	1239	-1	0.707	11	GGAG/GAGG	GENOMAD.148235.CP	3.914e-26	115	0	0	0	1	NA	NA	NA	PF18010;K21405;COG3284;TIGR03298	Transcriptional regulator of acetoin/glycerol metabolism
JAJIVW010000101.1_2	1497	2429	933	-1	0.637	11	GGA/GAG/AGG	GENOMAD.152376.CP	3.05e-05	48	0	0	0	1	NA	NA	NA	PF00294;K23147;COG2870;TIGR04382	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase
JAJIVW010000101.1_3	2705	3751	1047	1	0.660	11	AGGA/GGAG/GAGG	GENOMAD.101053.CP	3.546e-16	83	0	0	0	1246	Caudoviricetes	NA	NA	PF06723;TIGR00904;COG1077	cell shape determining protein, MreB/Mrl family
JAJIVW010000101.1_4	3917	5119	1203	1	0.686	11	None	GENOMAD.094189.CV	2.002e-13	75	0	0	0	1	NA	NA	NA	COG1792;K03570	Cell shape-determining protein MreC
JAJIVW010000101.1_5	5116	5601	486	1	0.675	11	AGGAG	GENOMAD.001979.CC	5.735e-27	109	0	0	0	1	NA	NA	NA	PF17099;TIGR03426;K03571;COG2891	rod shape-determining protein MreD
JAJIVW010000101.1_6	5605	7665	2061	1	0.684	11	None	GENOMAD.108664.CP	1.153e-08	61	0	0	0	1246	Caudoviricetes	NA	NF000237	PF00905;PF05223;TIGR03423;K05515;COG0768	penicillin-binding protein 2
JAJIVW010000101.1_7	7662	8780	1119	1	0.655	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000101.1_8	9137	10534	1398	1	0.639	11	None	GENOMAD.179497.PC	8.046e-50	188	0	0	0	1	NA	NA	NA	K01184;COG5434	Polygalacturonase
JAJIVW010000102.1_1	3	206	204	-1	0.676	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000102.1_2	220	1623	1404	-1	0.652	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVW010000102.1_3	1691	2782	1092	-1	0.661	11	GGA/GAG/AGG	GENOMAD.191564.CP	8.553e-119	385	0	0	0	1	NA	NA	NA	PF12275	Esterase-like activity of phytase
JAJIVW010000102.1_4	2804	3688	885	-1	0.680	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
