gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	taxid	taxname	annotation_accessions	annotation_description
JAWUDQ010000043.1|provirus_4475_15322_7	4475	6391	1917	-1	0.664	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAWUDQ010000043.1|provirus_4475_15322_8	6458	6853	396	-1	0.540	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAWUDQ010000043.1|provirus_4475_15322_9	6990	7163	174	1	0.632	11	GGA/GAG/AGG	GENOMAD.226430.VP	3.187e-19	81	0	0	0	1	NA	NA	NA	NA	NA
JAWUDQ010000043.1|provirus_4475_15322_10	7156	7308	153	1	0.647	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAWUDQ010000043.1|provirus_4475_15322_11	7305	8375	1071	1	0.604	11	GGxGG	GENOMAD.223689.VP	2.947e-164	516	0	0	0	2773	Inoviridae	MOBT	NA	PF02486;K07467;COG2946	DNA relaxase NicK
JAWUDQ010000043.1|provirus_4475_15322_12	8485	8757	273	1	0.597	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAWUDQ010000043.1|provirus_4475_15322_13	8767	8967	201	1	0.597	11	AGGAG	GENOMAD.209539.VP	8.859e-14	66	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JAWUDQ010000043.1|provirus_4475_15322_14	8996	9223	228	1	0.667	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAWUDQ010000043.1|provirus_4475_15322_15	9347	10816	1470	1	0.618	11	GGxGG	GENOMAD.083062.VV	1.078e-64	233	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JAWUDQ010000043.1|provirus_4475_15322_16	10818	11108	291	1	0.639	11	AGGAG	GENOMAD.100562.VV	3.787e-43	152	0	0	0	1	NA	NA	NA	PF10734	NA
JAWUDQ010000043.1|provirus_4475_15322_17	11108	12250	1143	1	0.604	11	None	GENOMAD.090645.VV	1.033e-25	113	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JAWUDQ010000043.1|provirus_4475_15322_18	12301	12393	93	1	0.581	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAWUDQ010000043.1|provirus_4475_15322_19	12398	12670	273	1	0.667	11	GGA/GAG/AGG	GENOMAD.213312.VP	6.29e-20	85	0	0	0	2773	Inoviridae	NA	NA	PF10723	NA
JAWUDQ010000043.1|provirus_4475_15322_20	12749	13114	366	-1	0.639	11	GGAG/GAGG	GENOMAD.212325.VP	4.952e-28	110	0	0	1	2773	Inoviridae	NA	NA	PF12375;PF12472	Phage protein; Phage related protein
JAWUDQ010000043.1|provirus_4475_15322_21	13321	13749	429	1	0.606	11	GGA/GAG/AGG	GENOMAD.101014.VV	9.116e-31	119	0	0	1	1	NA	NA	NA	PF12375	Phage protein
JAWUDQ010000043.1|provirus_4475_15322_22	14388	15182	795	-1	0.585	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAWUDQ010000043.1|provirus_4475_15322_23	15260	15322	63	1	0.603	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
