#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	3.0602658146886636E-6
28.0	3.0602658146886636E-6
29.0	3.0602658146886636E-6
30.0	6.120531629377327E-6
31.0	1.5301329073443318E-5
32.0	9.180797444065991E-6
33.0	1.5301329073443318E-5
34.0	4.590398722032996E-5
35.0	8.568744281128258E-5
36.0	7.038611373783927E-5
37.0	1.009887718847259E-4
38.0	2.0197754376945182E-4
39.0	2.4176099936040448E-4
40.0	3.54990834503885E-4
41.0	5.355465175705162E-4
42.0	7.283432638959021E-4
43.0	8.599346939275145E-4
44.0	0.0010098877188472592
45.0	0.0013373361610189462
46.0	0.0015699163629352847
47.0	0.0019187866658097925
48.0	0.0022278735130933473
49.0	0.002582864347597232
50.0	0.0032285804344965407
51.0	0.004501651013407024
52.0	0.004440445697113251
53.0	0.005985879933531026
54.0	0.008051559358445873
55.0	0.00977754927793028
56.0	0.012571571966741031
57.0	0.016736593740532303
58.0	0.02226037353604534
59.0	0.029360190226123045
60.0	0.03805134513983885
61.0	0.047902340797321655
62.0	0.058787706300169225
63.0	0.06983832615701001
64.0	0.0788477487154534
65.0	0.08492237635761042
66.0	0.08534469304003747
67.0	0.08379313827199031
68.0	0.076748406366577
69.0	0.06678418087395072
70.0	0.054714492500818626
71.0	0.04210007681267195
72.0	0.030731189311103562
73.0	0.020690457173110056
74.0	0.013110178750126237
75.0	0.00774247251116232
76.0	0.004195624431938158
77.0	0.002420670259418733
78.0	0.0012516487182076634
79.0	6.45716086899308E-4
80.0	3.5499083450388495E-4
81.0	1.2241063258754657E-4
82.0	1.8361594888131983E-5
83.0	9.180797444065991E-6
84.0	6.120531629377327E-6
85.0	3.0602658146886636E-6
86.0	3.0602658146886636E-6
87.0	0.0
88.0	6.120531629377327E-6
89.0	3.0602658146886636E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	9.180797444065991E-6
