#Coverage (X)	Coverage
1.0	92.22160567719189
2.0	92.16042590575151
3.0	92.11024576632346
4.0	92.06917441307418
5.0	92.03043025469694
6.0	92.00281299680157
7.0	91.97237765136585
8.0	91.9483420918282
9.0	91.91683405500616
10.0	91.88848954871328
11.0	91.86001777395083
12.0	91.8328550463039
13.0	91.81207392334511
14.0	91.78754747113915
15.0	91.76442097209838
16.0	91.7409490300688
17.0	91.72058607493858
18.0	91.70129581119468
19.0	91.67956926531912
20.0	91.66098806876279
21.0	91.63846154964997
22.0	91.61686227224398
23.0	91.59535390088769
24.0	91.5707183614221
25.0	91.54373744587454
26.0	91.51426570456552
27.0	91.47855780824787
28.0	91.43343204518249
29.0	91.38401551657181
30.0	91.32596291324072
31.0	91.2534744292191
32.0	91.16284109767965
33.0	91.0573173552012
34.0	90.92453997902615
35.0	90.76083636474706
36.0	90.55362511508706
37.0	90.29692461197662
38.0	89.97428086042213
39.0	89.57603963794666
40.0	89.09274671538262
41.0	88.51525694413132
42.0	87.82166196621786
43.0	86.99899857895663
44.0	86.03606715702603
45.0	84.92535886072176
46.0	83.63687469364662
47.0	82.17608719999185
48.0	80.54517812495
49.0	78.71738472749276
50.0	76.70154307564984
51.0	74.52312504454397
