#Coverage (X)	Coverage
1.0	91.47893961365656
2.0	91.416941687769
3.0	91.3798156570762
4.0	91.35494376188142
5.0	91.33538077998845
6.0	91.31892678499483
7.0	91.3054181460111
8.0	91.29098226532058
9.0	91.28181893551198
10.0	91.27305559232201
11.0	91.2636013631544
12.0	91.25389259704767
13.0	91.24534742837695
14.0	91.23925672304782
15.0	91.23325692376837
16.0	91.22703894996968
17.0	91.22083915738092
18.0	91.21434846543316
19.0	91.20707598145808
20.0	91.200385296201
21.0	91.19271282560729
22.0	91.18658575785828
23.0	91.18156774391548
24.0	91.17674972328199
25.0	91.17145899119012
26.0	91.16773184315288
27.0	91.1633501715579
28.0	91.15789580857658
29.0	91.15271416374435
30.0	91.1467143644649
31.0	91.14084183365502
32.0	91.13495112163521
33.0	91.13002401374209
34.0	91.12476964407008
35.0	91.11969708649747
36.0	91.11473361618448
37.0	91.10998832039074
38.0	91.10455213861937
39.0	91.09880687627906
40.0	91.09420703016481
41.0	91.08984353977976
42.0	91.0849891567264
43.0	91.08066202876122
44.0	91.07566219602836
45.0	91.07040782635636
46.0	91.06511709426448
47.0	91.05891730167573
48.0	91.05333567022485
49.0	91.04611772987958
50.0	91.03977248761133
51.0	91.03422721858033
