seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIWH010000018.1	2596	No terminal repeats	3	11	1.0000	NA	2	4.4475	T_virB5	NA
JAJIWH010000071.1	21344	No terminal repeats	26	11	1.0000	NA	5	16.8371	t4cp2;T_virB9;T_virB8	NA
JAJIWH010000073.1	13735	No terminal repeats	15	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JAJIWH010000057.1	14863	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIWH010000004.1	18853	No terminal repeats	25	11	1.0000	NA	3	8.3277	MOBP1;I_traY	NA
JAJIWH010000002.1	33722	No terminal repeats	39	11	1.0000	NA	9	15.1371	t4cp2;T_virB1;T_virB10;T_virB9;T_virB6;T_virB5;virb4	NA
JAJIWH010000027.1	18285	No terminal repeats	17	11	0.9999	NA	1	15.3408	NA	NA
JAJIWH010000069.1	20836	No terminal repeats	27	11	0.9999	NA	6	11.1568	T_virB1;T_virB2;T_virB3;virb4;T_virB5;T_virB6	NA
JAJIWH010000040.1	12158	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JAJIWH010000066.1	5295	No terminal repeats	3	11	0.9999	NA	0	1.7183	NA	NA
JAJIWH010000001.1	114440	No terminal repeats	124	11	0.9997	NA	7	23.1926	I_trbA;I_traW;I_traY;I_traK;I_traI;I_traN;traU	NA
JAJIWH010000016.1	7703	No terminal repeats	8	11	0.9993	NA	1	3.4366	T_virB6	NA
JAJIWH010000050.1	62476	No terminal repeats	61	11	0.9991	NA	0	0.6677	NA	NA
