#Coverage	Number of genomic locations
1.0	1.0
4.0	6.0
6.0	28.0
7.0	46.0
8.0	27.0
9.0	37.0
10.0	32.0
11.0	37.0
12.0	33.0
13.0	32.0
14.0	16.0
15.0	19.0
16.0	64.0
17.0	36.0
18.0	22.0
19.0	57.0
20.0	46.0
21.0	37.0
22.0	54.0
23.0	64.0
24.0	34.0
25.0	38.0
26.0	54.0
27.0	49.0
28.0	54.0
29.0	96.0
30.0	104.0
31.0	59.0
32.0	54.0
33.0	76.0
34.0	43.0
35.0	60.0
36.0	30.0
37.0	16.0
38.0	24.0
39.0	20.0
40.0	35.0
41.0	44.0
42.0	46.0
43.0	34.0
44.0	60.0
45.0	42.0
46.0	55.0
47.0	65.0
48.0	62.0
49.0	58.0
50.0	45.0
51.0	34.0
52.0	54.0
53.0	39.0
54.0	36.0
55.0	13.0
56.0	48.0
57.0	34.0
58.0	28.0
59.0	51.0
60.0	22.0
61.0	48.0
62.0	44.0
63.0	39.0
64.0	31.0
65.0	65.0
66.0	50.0
67.0	49.0
68.0	53.0
69.0	55.0
70.0	71.0
71.0	53.0
72.0	39.0
73.0	53.0
74.0	63.0
75.0	58.0
76.0	64.0
77.0	56.0
78.0	69.0
79.0	77.0
80.0	87.0
81.0	103.0
82.0	74.0
83.0	95.0
84.0	70.0
85.0	70.0
86.0	54.0
87.0	52.0
88.0	36.0
89.0	36.0
90.0	54.0
91.0	47.0
92.0	60.0
93.0	62.0
94.0	49.0
95.0	45.0
96.0	47.0
97.0	37.0
98.0	57.0
99.0	47.0
100.0	69.0
101.0	41.0
102.0	46.0
103.0	62.0
104.0	64.0
105.0	62.0
106.0	81.0
107.0	87.0
108.0	70.0
109.0	67.0
110.0	67.0
111.0	57.0
112.0	56.0
113.0	69.0
114.0	73.0
115.0	90.0
116.0	84.0
117.0	67.0
118.0	74.0
119.0	50.0
120.0	74.0
121.0	70.0
122.0	80.0
123.0	61.0
124.0	86.0
125.0	92.0
126.0	83.0
127.0	87.0
128.0	97.0
129.0	109.0
130.0	89.0
131.0	97.0
132.0	101.0
133.0	81.0
134.0	97.0
135.0	103.0
136.0	105.0
137.0	103.0
138.0	103.0
139.0	138.0
140.0	138.0
141.0	124.0
142.0	147.0
143.0	169.0
144.0	169.0
145.0	186.0
146.0	243.0
147.0	269.0
148.0	305.0
149.0	303.0
150.0	314.0
151.0	332.0
152.0	380.0
153.0	444.0
154.0	428.0
155.0	464.0
156.0	505.0
157.0	523.0
158.0	601.0
159.0	580.0
160.0	587.0
161.0	563.0
162.0	570.0
163.0	565.0
164.0	555.0
165.0	605.0
166.0	648.0
167.0	712.0
168.0	727.0
169.0	706.0
170.0	834.0
171.0	826.0
172.0	840.0
173.0	849.0
174.0	903.0
175.0	886.0
176.0	884.0
177.0	908.0
178.0	881.0
179.0	868.0
180.0	946.0
181.0	1019.0
182.0	964.0
183.0	942.0
184.0	952.0
185.0	1043.0
186.0	1040.0
187.0	1015.0
188.0	1029.0
189.0	1012.0
190.0	998.0
191.0	1000.0
192.0	1050.0
193.0	1063.0
194.0	1072.0
195.0	1100.0
196.0	1043.0
197.0	906.0
198.0	959.0
