#Coverage	Number of genomic locations
0.0	156388.0
1.0	131.0
2.0	333.0
3.0	77.0
4.0	314.0
5.0	56.0
6.0	264.0
7.0	84.0
8.0	286.0
9.0	121.0
10.0	192.0
11.0	68.0
12.0	124.0
13.0	73.0
14.0	106.0
15.0	76.0
16.0	68.0
17.0	50.0
18.0	31.0
19.0	14.0
20.0	22.0
21.0	14.0
22.0	27.0
23.0	6.0
24.0	12.0
25.0	31.0
26.0	51.0
27.0	37.0
28.0	59.0
29.0	14.0
30.0	23.0
31.0	6.0
32.0	6.0
33.0	4.0
34.0	16.0
35.0	42.0
36.0	7.0
37.0	3.0
38.0	3.0
39.0	22.0
40.0	3.0
41.0	1.0
42.0	19.0
43.0	5.0
44.0	4.0
46.0	2.0
47.0	16.0
48.0	13.0
49.0	16.0
50.0	28.0
51.0	3.0
52.0	8.0
53.0	10.0
54.0	26.0
55.0	12.0
56.0	12.0
57.0	4.0
58.0	11.0
59.0	8.0
60.0	32.0
61.0	16.0
62.0	15.0
63.0	23.0
64.0	16.0
65.0	19.0
66.0	3.0
67.0	3.0
68.0	7.0
69.0	5.0
70.0	5.0
71.0	25.0
72.0	4.0
73.0	1.0
75.0	9.0
76.0	8.0
77.0	14.0
78.0	2.0
79.0	2.0
85.0	11.0
89.0	1.0
93.0	6.0
94.0	1.0
95.0	1.0
96.0	3.0
97.0	1.0
98.0	1.0
99.0	2.0
103.0	1.0
104.0	1.0
105.0	2.0
107.0	1.0
113.0	2.0
123.0	1.0
151.0	2.0
172.0	3.0
173.0	2.0
174.0	4.0
176.0	1.0
177.0	14.0
178.0	4.0
179.0	3.0
180.0	1.0
183.0	2.0
184.0	3.0
185.0	1.0
187.0	3.0
188.0	2.0
189.0	4.0
190.0	1.0
191.0	2.0
192.0	3.0
193.0	2.0
194.0	2.0
195.0	3.0
196.0	2.0
198.0	2.0
199.0	1.0
200.0	1.0
201.0	8.0
202.0	5.0
203.0	2.0
204.0	3.0
205.0	7.0
206.0	6.0
207.0	5.0
208.0	12.0
209.0	17.0
210.0	12.0
211.0	9.0
212.0	7.0
213.0	17.0
214.0	15.0
215.0	20.0
216.0	20.0
217.0	12.0
218.0	15.0
219.0	10.0
220.0	20.0
221.0	24.0
222.0	33.0
223.0	32.0
224.0	41.0
225.0	31.0
226.0	37.0
227.0	27.0
228.0	46.0
229.0	47.0
230.0	36.0
231.0	28.0
232.0	34.0
233.0	28.0
234.0	40.0
235.0	31.0
236.0	34.0
237.0	36.0
238.0	55.0
239.0	39.0
240.0	51.0
241.0	44.0
242.0	32.0
243.0	45.0
244.0	67.0
245.0	51.0
246.0	68.0
247.0	59.0
248.0	60.0
249.0	48.0
250.0	61.0
251.0	48.0
252.0	50.0
253.0	55.0
254.0	50.0
255.0	49.0
256.0	39.0
257.0	51.0
258.0	34.0
259.0	63.0
260.0	47.0
261.0	47.0
262.0	42.0
263.0	64.0
264.0	55.0
265.0	55.0
266.0	42.0
267.0	47.0
268.0	46.0
269.0	45.0
270.0	70.0
271.0	57.0
272.0	54.0
273.0	55.0
274.0	82.0
275.0	84.0
276.0	80.0
277.0	65.0
278.0	75.0
279.0	53.0
280.0	36.0
281.0	48.0
282.0	42.0
283.0	64.0
284.0	44.0
285.0	43.0
286.0	46.0
287.0	48.0
288.0	39.0
289.0	44.0
290.0	39.0
291.0	43.0
292.0	49.0
293.0	42.0
294.0	32.0
295.0	25.0
296.0	25.0
297.0	24.0
298.0	37.0
299.0	18.0
300.0	36.0
301.0	48.0
302.0	17.0
303.0	24.0
304.0	19.0
305.0	29.0
306.0	33.0
307.0	34.0
308.0	30.0
309.0	28.0
310.0	25.0
311.0	25.0
312.0	15.0
313.0	21.0
314.0	16.0
315.0	22.0
316.0	15.0
317.0	26.0
318.0	24.0
319.0	28.0
320.0	10.0
321.0	27.0
322.0	22.0
323.0	28.0
