#Position (bp)	Coverage	Std
6876.0	56.17046033015781	12.346667006454762
20627.0	54.30375972656534	11.830579905494833
34378.0	52.879936004654205	14.835657054493009
48129.0	51.41756963129954	12.907825358833534
61880.0	32.139335321067556	27.42653630085822
75631.0	52.100356337720896	10.855681894483912
89382.0	50.343175041815144	11.837047802400505
103133.0	55.38288124500036	13.03098180495085
116884.0	50.87869973092866	13.177113392497517
130635.0	51.53923351029016	12.789610629825331
144386.0	51.379608755726856	13.79129053307441
158137.0	51.32383099410952	10.747026654908547
171888.0	52.58461202821613	12.196703699007072
185639.0	54.44251327176205	12.518409104365222
199390.0	55.278743364118974	11.980576601040699
213141.0	52.81128645189441	13.744830643833994
226892.0	55.70314886190095	14.314798665689011
240643.0	51.04770562140935	9.360704624639125
254394.0	51.32695803941532	11.520155573493597
268145.0	50.14668024143699	11.013729275994777
281896.0	49.97796523889172	13.987145682585334
295647.0	51.602865246163915	22.368989294545393
309398.0	47.41836957312196	10.890096938507263
323149.0	49.06312268198676	9.187440403027834
336900.0	52.84728383390299	13.722999087255083
350651.0	53.28201585339248	12.503406560757396
364402.0	54.25969020434877	10.673007881065786
378153.0	55.2148207403098	12.018826286106933
391904.0	52.10144716747873	9.477587630664459
405655.0	50.904443313213584	13.235049427298321
419406.0	51.24187331830412	11.993244043960148
433157.0	48.81208639371682	14.060514155713905
446908.0	47.19162242745982	9.850138807570072
460659.0	49.72685622863792	12.261640561066129
474410.0	47.24478219765835	12.532259297079278
488161.0	50.655661406443166	12.903878176531428
501912.0	49.73667369645844	12.962631523474727
515663.0	49.03025234528398	8.41804614125526
529414.0	51.337939058977526	10.911518313708987
543165.0	50.707875790851574	13.501223424607359
556916.0	48.469856737691806	11.866886478402632
570667.0	49.94458584830194	14.215092954979623
584418.0	51.02741618791361	18.193383414257433
598169.0	53.31125009090248	11.986132388967
611920.0	48.24500036360992	10.22239432068579
625671.0	47.90989746200276	14.659927040719264
639422.0	47.60133808450295	13.380153475116474
653173.0	49.10442876881682	10.522029831438845
666924.0	50.75594502218021	13.110470806483395
680675.0	50.164569849465494	10.681895974365023
694426.0	47.65078903352484	12.101848229301584
708177.0	47.07032215838848	9.122733943188916
721928.0	47.16646062104574	10.226814708085886
735679.0	47.596465711584614	14.175864366449087
749430.0	51.312704530579595	11.286988821030265
763181.0	44.13948076503527	12.80214500516724
776932.0	45.37604537851793	22.34014392070448
790683.0	48.90320703948804	22.916962852578095
804434.0	38.1793324121882	21.616481469183547
818185.0	50.49741836957312	16.696362655542288
831936.0	48.78496109373864	12.664724394247829
845687.0	49.23954621482074	9.87066017896245
859438.0	45.79237873609192	12.405852269515872
873189.0	46.57319467675078	11.560664815828215
886940.0	48.58563013599011	11.328999486500866
900691.0	44.104210602865244	8.948681654438456
914442.0	46.2676896225729	10.22058365054593
928193.0	44.7648171042106	12.367006126006792
941944.0	42.67733255763217	17.02346658764753
955695.0	48.12929968729547	9.848019704979519
969446.0	43.44214966184278	11.621440818553829
983197.0	39.96400261799142	13.704462943131638
996948.0	45.136717329648754	11.825507584325345
1010699.0	51.38615373427387	12.561951780508295
1024450.0	48.31510435604683	11.719130163154668
1038201.0	44.288342665987926	10.408055175548885
1051952.0	45.974401861682786	12.589073228176176
1065703.0	47.56846774780016	12.161498406353806
1079454.0	46.971638426296266	13.09459161547358
1093205.0	43.79514217147844	12.396528329511899
1106956.0	46.7037306377718	11.22914035860369
1120707.0	48.54185150170897	12.649400970811607
1134458.0	44.52279834193877	10.723055928305511
1148209.0	44.51254454221511	11.650673837084248
1161960.0	45.52614355319613	11.286373498477955
1175711.0	44.49996363900807	10.894189666161145
1189462.0	40.546287542724166	11.363040186396097
1203213.0	44.231037742709624	9.489140036604008
1216964.0	47.385208348483744	12.182295922335415
1230715.0	43.38077230746855	10.600698519663332
1244466.0	45.00538142680532	9.95076235481869
1258217.0	45.745909388408116	12.960594888086789
1271968.0	45.44389498945531	12.072207787232598
1285719.0	43.788524470947564	12.321057190619802
1299470.0	43.91913315395244	13.202423182602388
1313221.0	44.17133299396408	9.264968862635108
1326972.0	43.773907352192566	12.394747773964205
1340723.0	44.629845102174386	13.357165148717858
1354474.0	43.90975201803505	12.76118305204459
1368225.0	43.355537779070616	9.046410287404958
1381976.0	44.786560977383466	12.059858463857633
1395727.0	42.39706203185223	11.313541375574644
1409478.0	38.78343393207766	15.377271396505114
1423229.0	44.7126027198022	12.444039525025046
1436980.0	44.74423678277943	11.576116458318957
1450731.0	42.05134172060214	9.142764291995565
1464482.0	48.77987055486874	12.771288520995448
