seq_name	chromosome_score	plasmid_score	virus_score
JAJIUS010000096.1	0.6683	0.2546	0.0770
JAJIUS010000097.1	0.9778	0.0201	0.0020
JAJIUS010000098.1	0.9061	0.0872	0.0067
JAJIUS010000099.1	0.0000	0.9997	0.0003
JAJIUS010000100.1	0.9838	0.0087	0.0075
JAJIUS010000101.1	0.9734	0.0240	0.0025
JAJIUS010000102.1	0.2651	0.7204	0.0145
JAJIUS010000103.1	0.8328	0.1601	0.0071
JAJIUS010000104.1	0.9231	0.0716	0.0053
JAJIUS010000105.1	0.9069	0.0880	0.0051
JAJIUS010000009.1	0.9729	0.0247	0.0024
JAJIUS010000106.1	0.2569	0.5720	0.1711
JAJIUS010000107.1	0.0005	0.0026	0.9969
JAJIUS010000108.1	0.0002	0.9998	0.0000
JAJIUS010000109.1	0.0042	0.9913	0.0045
JAJIUS010000110.1	0.9423	0.0527	0.0049
JAJIUS010000111.1	0.2678	0.6660	0.0662
JAJIUS010000112.1	0.9534	0.0433	0.0033
JAJIUS010000113.1	0.0001	0.9997	0.0002
JAJIUS010000114.1	0.0011	0.9988	0.0001
JAJIUS010000115.1	0.0000	1.0000	0.0000
JAJIUS010000116.1	0.7480	0.2423	0.0097
JAJIUS010000117.1	0.0027	0.9964	0.0009
JAJIUS010000118.1	0.9225	0.0736	0.0038
JAJIUS010000119.1	0.8231	0.1722	0.0046
JAJIUS010000120.1	0.6687	0.2517	0.0796
JAJIUS010000121.1	0.3895	0.4878	0.1227
JAJIUS010000122.1	0.9326	0.0634	0.0040
JAJIUS010000123.1	0.8694	0.0542	0.0764
JAJIUS010000124.1	0.9864	0.0123	0.0013
JAJIUS010000010.1	0.8186	0.1624	0.0190
JAJIUS010000011.1	0.9150	0.0801	0.0049
JAJIUS010000012.1	0.9972	0.0024	0.0003
JAJIUS010000013.1	0.9512	0.0453	0.0034
JAJIUS010000014.1	0.0362	0.9625	0.0013
JAJIUS010000015.1	0.9170	0.0764	0.0066
JAJIUS010000016.1	0.9344	0.0599	0.0057
JAJIUS010000017.1	0.5977	0.0839	0.3184
JAJIUS010000001.1	0.0000	1.0000	0.0000
JAJIUS010000018.1	0.0000	1.0000	0.0000
JAJIUS010000019.1	0.2709	0.5815	0.1476
JAJIUS010000020.1	0.9191	0.0741	0.0069
JAJIUS010000021.1	0.9842	0.0142	0.0016
JAJIUS010000022.1	0.9545	0.0413	0.0042
JAJIUS010000023.1	0.9328	0.0619	0.0053
JAJIUS010000024.1	0.3823	0.0677	0.5501
JAJIUS010000025.1	0.9352	0.0603	0.0045
JAJIUS010000026.1	0.9790	0.0192	0.0018
JAJIUS010000027.1	0.9734	0.0229	0.0037
JAJIUS010000002.1	0.0414	0.8662	0.0924
JAJIUS010000028.1	0.0084	0.9744	0.0172
JAJIUS010000029.1	0.0000	1.0000	0.0000
JAJIUS010000030.1	0.6069	0.3450	0.0481
JAJIUS010000031.1	0.0002	0.9996	0.0002
JAJIUS010000032.1	0.2859	0.3728	0.3414
JAJIUS010000033.1	0.9898	0.0093	0.0010
JAJIUS010000034.1	0.9674	0.0301	0.0024
JAJIUS010000035.1	0.0000	1.0000	0.0000
JAJIUS010000036.1	0.2165	0.7717	0.0117
JAJIUS010000037.1	0.9851	0.0135	0.0014
JAJIUS010000003.1	0.0043	0.0140	0.9817
JAJIUS010000038.1	0.8818	0.1111	0.0071
JAJIUS010000039.1	0.0001	0.9999	0.0001
JAJIUS010000040.1	0.9416	0.0542	0.0042
JAJIUS010000041.1	0.9764	0.0217	0.0019
JAJIUS010000042.1	0.9604	0.0369	0.0027
JAJIUS010000043.1	0.0028	0.9969	0.0003
JAJIUS010000044.1	0.0000	0.9999	0.0001
JAJIUS010000045.1	0.7249	0.2641	0.0110
JAJIUS010000046.1	0.0728	0.9163	0.0109
JAJIUS010000047.1	0.1843	0.8071	0.0086
JAJIUS010000004.1	0.9465	0.0498	0.0037
JAJIUS010000048.1	0.9854	0.0132	0.0014
JAJIUS010000049.1	0.0000	0.9999	0.0000
JAJIUS010000050.1	0.9070	0.0871	0.0059
JAJIUS010000051.1	0.9697	0.0281	0.0022
JAJIUS010000052.1	0.0000	1.0000	0.0000
JAJIUS010000053.1	0.0000	1.0000	0.0000
JAJIUS010000054.1	0.9077	0.0869	0.0054
JAJIUS010000055.1	0.8996	0.0947	0.0057
JAJIUS010000056.1	0.9754	0.0228	0.0019
JAJIUS010000057.1	0.0006	0.9993	0.0001
JAJIUS010000058.1	0.9680	0.0296	0.0024
JAJIUS010000059.1	0.0001	0.9997	0.0002
JAJIUS010000060.1	0.0001	0.9998	0.0001
JAJIUS010000061.1	0.8929	0.1015	0.0056
JAJIUS010000062.1	0.1170	0.8263	0.0567
JAJIUS010000063.1	0.0004	0.9991	0.0005
JAJIUS010000064.1	0.9800	0.0180	0.0020
JAJIUS010000065.1	0.5357	0.1053	0.3591
JAJIUS010000066.1	0.5603	0.3716	0.0681
JAJIUS010000005.1	0.2608	0.6870	0.0521
JAJIUS010000067.1	0.2928	0.4579	0.2493
JAJIUS010000068.1	0.0000	0.9998	0.0001
JAJIUS010000069.1	0.9450	0.0511	0.0038
JAJIUS010000070.1	0.4310	0.4737	0.0953
JAJIUS010000071.1	0.0000	0.9999	0.0001
JAJIUS010000072.1	0.9964	0.0030	0.0006
JAJIUS010000073.1	0.2415	0.7463	0.0122
JAJIUS010000074.1	0.0000	1.0000	0.0000
JAJIUS010000075.1	0.9514	0.0445	0.0040
JAJIUS010000006.1	0.0042	0.9940	0.0017
JAJIUS010000076.1	0.0136	0.9274	0.0590
JAJIUS010000077.1	0.9759	0.0221	0.0020
JAJIUS010000078.1	0.9754	0.0227	0.0019
JAJIUS010000079.1	0.9983	0.0013	0.0004
JAJIUS010000080.1	0.9872	0.0113	0.0015
JAJIUS010000081.1	0.3437	0.3552	0.3010
JAJIUS010000082.1	0.9696	0.0280	0.0024
JAJIUS010000083.1	0.3022	0.4965	0.2012
JAJIUS010000084.1	0.3336	0.6604	0.0061
JAJIUS010000085.1	0.9376	0.0579	0.0045
JAJIUS010000007.1	0.9285	0.0675	0.0041
JAJIUS010000086.1	0.0932	0.8547	0.0521
JAJIUS010000087.1	0.0006	0.9992	0.0002
JAJIUS010000088.1	0.1829	0.7947	0.0224
JAJIUS010000089.1	0.9733	0.0243	0.0024
JAJIUS010000090.1	0.9671	0.0305	0.0025
JAJIUS010000091.1	0.9734	0.0249	0.0018
JAJIUS010000092.1	0.9687	0.0289	0.0024
JAJIUS010000093.1	0.9564	0.0412	0.0024
JAJIUS010000094.1	0.0004	0.9993	0.0003
JAJIUS010000095.1	0.9638	0.0330	0.0032
JAJIUS010000008.1	0.9993	0.0006	0.0001
