#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	1.9468509685583569E-4
34.0	1.9468509685583569E-4
35.0	0.0
36.0	1.9468509685583569E-4
37.0	1.9468509685583569E-4
38.0	5.840552905675071E-4
39.0	9.734254842791784E-4
40.0	8.760829358512605E-4
41.0	0.0010707680327070963
42.0	0.0016548233232746034
43.0	0.003114961549693371
44.0	0.0037963593886887956
45.0	0.00584055290567507
46.0	0.0054511827119633986
47.0	0.007690061325805509
48.0	0.008371459164800933
49.0	0.013627956779908497
50.0	0.016353548135890197
51.0	0.02034459262143483
52.0	0.022388786138421105
53.0	0.027353256108244912
54.0	0.03387520685291541
55.0	0.04068918524286966
56.0	0.04867127421395892
57.0	0.05383042928063857
58.0	0.057140075927187776
59.0	0.06424608196242577
60.0	0.06336999902657452
61.0	0.06152049060644408
62.0	0.06307797138129076
63.0	0.054706512216489825
64.0	0.05821084395989487
65.0	0.0496446996982381
66.0	0.04429085953470262
67.0	0.030468217657938283
68.0	0.033972549401343324
69.0	0.024140952010123624
70.0	0.019273824588727735
71.0	0.01722963107174146
72.0	0.013238586586196827
73.0	0.006229923099386742
74.0	0.006229923099386742
75.0	0.004769784872967975
76.0	0.003796359388688795
77.0	0.002920276452837535
78.0	0.0021415360654141926
79.0	0.0010707680327070963
80.0	1.9468509685583569E-4
81.0	5.84055290567507E-4
82.0	1.9468509685583569E-4
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
