#Coverage	Number of genomic locations
0.0	2.0
1.0	5.0
2.0	37.0
3.0	44.0
4.0	194.0
5.0	190.0
6.0	261.0
7.0	352.0
8.0	251.0
9.0	183.0
10.0	121.0
11.0	83.0
12.0	72.0
13.0	137.0
14.0	84.0
15.0	56.0
16.0	70.0
17.0	34.0
18.0	35.0
19.0	30.0
20.0	43.0
21.0	26.0
22.0	54.0
23.0	78.0
24.0	81.0
25.0	72.0
26.0	49.0
27.0	28.0
28.0	27.0
29.0	12.0
30.0	14.0
31.0	45.0
32.0	26.0
33.0	44.0
34.0	63.0
35.0	38.0
36.0	50.0
37.0	31.0
38.0	78.0
39.0	48.0
40.0	67.0
41.0	65.0
42.0	57.0
43.0	58.0
44.0	64.0
45.0	84.0
46.0	49.0
47.0	56.0
48.0	50.0
49.0	81.0
50.0	74.0
51.0	73.0
52.0	62.0
53.0	44.0
54.0	66.0
55.0	100.0
56.0	107.0
57.0	106.0
58.0	108.0
59.0	98.0
60.0	110.0
61.0	131.0
62.0	129.0
63.0	148.0
64.0	159.0
65.0	178.0
66.0	162.0
67.0	198.0
68.0	182.0
69.0	216.0
70.0	254.0
71.0	228.0
72.0	255.0
73.0	250.0
74.0	280.0
75.0	299.0
76.0	328.0
77.0	390.0
78.0	362.0
79.0	404.0
80.0	407.0
81.0	425.0
82.0	393.0
83.0	401.0
84.0	421.0
85.0	413.0
86.0	393.0
87.0	389.0
88.0	430.0
89.0	394.0
90.0	428.0
91.0	464.0
92.0	480.0
93.0	493.0
94.0	433.0
95.0	499.0
96.0	525.0
97.0	547.0
98.0	524.0
99.0	565.0
100.0	580.0
101.0	560.0
102.0	553.0
103.0	648.0
104.0	705.0
105.0	705.0
106.0	767.0
107.0	737.0
108.0	710.0
109.0	727.0
110.0	697.0
111.0	686.0
112.0	700.0
113.0	738.0
114.0	684.0
115.0	672.0
116.0	730.0
117.0	698.0
118.0	605.0
119.0	606.0
120.0	553.0
121.0	611.0
122.0	548.0
123.0	562.0
124.0	684.0
125.0	685.0
126.0	652.0
127.0	658.0
128.0	650.0
129.0	675.0
130.0	615.0
131.0	576.0
132.0	654.0
133.0	658.0
134.0	666.0
135.0	647.0
136.0	688.0
137.0	755.0
138.0	720.0
139.0	692.0
140.0	628.0
141.0	651.0
142.0	656.0
143.0	672.0
144.0	688.0
145.0	674.0
146.0	646.0
147.0	603.0
148.0	550.0
149.0	566.0
150.0	548.0
151.0	530.0
152.0	549.0
153.0	484.0
154.0	542.0
155.0	598.0
156.0	585.0
157.0	536.0
158.0	504.0
159.0	542.0
160.0	534.0
161.0	493.0
162.0	462.0
163.0	453.0
164.0	456.0
165.0	437.0
166.0	442.0
167.0	413.0
168.0	431.0
169.0	442.0
170.0	366.0
171.0	350.0
172.0	398.0
173.0	352.0
174.0	383.0
175.0	406.0
176.0	335.0
177.0	371.0
178.0	330.0
179.0	265.0
180.0	263.0
181.0	262.0
182.0	283.0
183.0	270.0
184.0	220.0
185.0	218.0
186.0	234.0
187.0	163.0
188.0	157.0
189.0	202.0
190.0	142.0
191.0	197.0
192.0	122.0
193.0	139.0
194.0	140.0
195.0	167.0
196.0	153.0
197.0	141.0
198.0	149.0
199.0	120.0
200.0	145.0
201.0	117.0
202.0	128.0
203.0	126.0
204.0	128.0
205.0	151.0
206.0	115.0
207.0	108.0
208.0	109.0
209.0	105.0
210.0	98.0
211.0	92.0
212.0	82.0
213.0	87.0
214.0	97.0
215.0	87.0
216.0	89.0
217.0	59.0
218.0	64.0
219.0	58.0
220.0	53.0
221.0	52.0
222.0	65.0
223.0	55.0
224.0	42.0
225.0	32.0
226.0	47.0
227.0	58.0
228.0	52.0
229.0	39.0
230.0	47.0
231.0	42.0
232.0	38.0
233.0	58.0
234.0	58.0
235.0	43.0
236.0	43.0
237.0	50.0
238.0	28.0
239.0	41.0
240.0	52.0
241.0	48.0
242.0	55.0
243.0	38.0
244.0	43.0
245.0	25.0
246.0	41.0
247.0	34.0
248.0	32.0
249.0	41.0
250.0	25.0
251.0	35.0
252.0	39.0
253.0	33.0
254.0	36.0
255.0	28.0
256.0	25.0
257.0	36.0
258.0	24.0
259.0	24.0
260.0	41.0
261.0	30.0
262.0	31.0
263.0	22.0
264.0	23.0
265.0	25.0
266.0	23.0
267.0	16.0
268.0	21.0
269.0	17.0
270.0	17.0
271.0	17.0
272.0	19.0
273.0	26.0
274.0	16.0
275.0	12.0
276.0	22.0
277.0	12.0
278.0	9.0
279.0	10.0
280.0	6.0
281.0	8.0
282.0	13.0
283.0	18.0
284.0	25.0
285.0	19.0
286.0	11.0
287.0	24.0
288.0	13.0
289.0	10.0
290.0	12.0
