#Position (bp)	mapping quality
94.0	57.647994232889495
281.0	60.0
468.0	60.0
655.0	59.98246895544193
842.0	60.0
1029.0	59.987851993467956
1216.0	54.634408374300726
1403.0	60.0
1590.0	59.98595258999122
1777.0	59.96082922918337
1964.0	59.99600579160218
2151.0	60.0
2338.0	60.0
2525.0	59.98930562982201
2712.0	59.994283808888675
2899.0	60.0
3086.0	59.97615777940102
3273.0	59.28956228956229
3460.0	59.70502321654707
3647.0	59.93565762413084
3834.0	59.86633412242137
4021.0	59.93585774390728
4208.0	59.984901862103676
4395.0	59.99795994695862
4582.0	60.0
4769.0	60.0
4956.0	60.0
5143.0	59.99461867320398
5330.0	60.0
5517.0	59.90817263544536
5704.0	59.97590444390899
5891.0	60.0
6078.0	60.0
6265.0	60.0
6452.0	60.0
6639.0	60.0
6826.0	60.0
7013.0	60.0
7200.0	60.0
7387.0	59.28152330344293
7574.0	60.0
7761.0	59.997831821631195
7948.0	60.0
8135.0	60.0
8322.0	59.94099854363494
8509.0	60.0
8696.0	60.0
8883.0	60.0
9070.0	59.854617545018996
9257.0	59.91210803387503
9444.0	53.78640541848089
9631.0	21.372267029443204
9818.0	17.829172141918527
10005.0	16.904272151898734
10192.0	9.361415332771694
10379.0	21.747603833865814
10566.0	18.25596769899725
10753.0	30.660060703445815
10940.0	59.99659361871239
11127.0	59.9344771100957
11314.0	59.992386476932836
11501.0	60.0
11688.0	60.0
11875.0	60.0
12062.0	59.998392341700466
12249.0	59.99347882046735
12436.0	60.0
12623.0	59.98808940484716
12810.0	59.179410701373826
12997.0	56.653131232548866
13184.0	55.981915350479554
13371.0	59.44896
13558.0	59.764339499860554
13745.0	60.0
13932.0	60.0
14119.0	60.0
14306.0	59.99139079635134
14493.0	60.0
14680.0	60.0
14867.0	60.0
15054.0	60.0
15241.0	59.99680306905371
15428.0	60.0
15615.0	60.0
15802.0	60.0
15989.0	60.0
16176.0	60.0
16363.0	60.0
16550.0	60.0
16737.0	60.0
16924.0	56.54074257119911
17111.0	60.0
17298.0	59.830855632639576
17485.0	59.69514640994785
17672.0	59.80701599753206
17859.0	58.27053060325848
18046.0	57.41933014354067
18233.0	58.73954040214812
18420.0	59.67280606717227
18607.0	59.96289711679678
18794.0	60.0
18981.0	60.0
19168.0	60.0
19355.0	60.0
19542.0	60.0
19729.0	60.0
19916.0	60.0
20103.0	60.0
20290.0	59.992756247736324
20477.0	60.0
20664.0	60.0
20851.0	60.0
21038.0	60.0
21225.0	59.99010891963497
21412.0	60.0
21599.0	60.0
21786.0	59.949632738719835
21973.0	59.997421240383375
22160.0	59.97941302616261
22347.0	60.0
22534.0	59.95237691001698
22721.0	59.970351545955104
22908.0	60.0
23095.0	60.0
23282.0	60.0
23469.0	59.87580763232439
23656.0	49.879290544851344
23843.0	35.40520313613685
24030.0	33.44431554524362
24217.0	39.06018518518518
24404.0	39.09466362351918
24591.0	39.88533015530148
24778.0	25.913987379807693
24965.0	25.88976377952756
25152.0	25.878995433789953
25339.0	16.187840290381125
25526.0	22.64903997481901
25713.0	25.933621758993134
25900.0	59.997683129319995
26087.0	60.0
26274.0	60.0
26461.0	60.0
26648.0	60.0
26835.0	60.0
