#Coverage (X)	Coverage
1.0	5.690882170320492
2.0	5.603118880450879
3.0	5.472966518603428
4.0	5.432965563356731
5.0	5.283111238477332
6.0	5.232960787123275
7.0	5.092061899985666
8.0	4.9953431723742625
9.0	4.845488847494863
10.0	4.763695849453114
11.0	4.5774227444237425
12.0	4.519510913693452
13.0	4.379209055738642
14.0	4.316520991546071
15.0	4.217414147203513
16.0	4.181592396236326
17.0	4.055619238668385
18.0	4.0418875674643004
19.0	3.97382624062665
20.0	3.9397955772078177
21.0	3.9033767970578452
22.0	3.880092658929172
23.0	3.8615847542627932
24.0	3.83949467449969
25.0	3.8024788651669326
26.0	3.76367196828582
27.0	3.7409848593399317
28.0	3.724268042221908
29.0	3.712327458566179
30.0	3.700983904093235
31.0	3.6353106939867246
32.0	3.6042651764818316
33.0	3.5797869799875883
34.0	3.5630701628695647
35.0	3.5409800831064615
36.0	3.5218751492572977
37.0	3.504561302956489
38.0	3.48366528155897
39.0	3.481874194010615
40.0	3.468739551989316
41.0	3.4579930266991568
42.0	3.4347088885704835
43.0	3.4144098963557497
44.0	3.41023069207624
45.0	3.400678225151651
46.0	3.3809762621197024
47.0	3.3708267660123283
48.0	3.366647561732819
49.0	3.3606772699049543
50.0	3.358886182356599
51.0	3.358289153173814
