#Insert size (bp)	insert size
19.0	216.0
20.0	52.0
21.0	53.0
22.0	12.0
23.0	14.0
24.0	8.0
25.0	9.0
27.0	6.0
28.0	5.0
30.0	5.0
31.0	4.0
32.0	1.0
33.0	7.0
34.0	3.0
35.0	5.0
37.0	17.0
38.0	2.0
39.0	13.0
40.0	1.0
41.0	2.0
42.0	3.0
43.0	3.0
44.0	4.0
45.0	6.0
46.0	7.0
47.0	2.0
48.0	1.0
49.0	4.0
50.0	3.0
51.0	2.0
52.0	3.0
53.0	5.0
54.0	14.0
55.0	2.0
56.0	1.0
57.0	1.0
58.0	2.0
59.0	1.0
60.0	4.0
61.0	4.0
62.0	7.0
63.0	3.0
64.0	4.0
65.0	9.0
66.0	4.0
67.0	5.0
68.0	4.0
69.0	7.0
70.0	12.0
71.0	4.0
72.0	35.0
73.0	6.0
74.0	9.0
75.0	5.0
77.0	3.0
78.0	3.0
79.0	4.0
80.0	13.0
81.0	11.0
82.0	5.0
83.0	5.0
84.0	2.0
85.0	8.0
86.0	30.0
87.0	12.0
88.0	4.0
89.0	6.0
90.0	4.0
92.0	4.0
93.0	2.0
94.0	8.0
95.0	6.0
96.0	4.0
97.0	5.0
98.0	54.0
99.0	7.0
100.0	15.0
102.0	5.0
103.0	4.0
104.0	10.0
105.0	3.0
106.0	7.0
107.0	6.0
108.0	4.0
109.0	35.0
110.0	10.0
111.0	11.0
112.0	1.0
113.0	16.0
114.0	2.0
115.0	5.0
116.0	4.0
117.0	6.0
119.0	9.0
120.0	5.0
121.0	5.0
122.0	2.0
123.0	2.0
124.0	3.0
125.0	5.0
126.0	14.0
127.0	5.0
128.0	11.0
129.0	7.0
130.0	4.0
131.0	4.0
132.0	6.0
133.0	6.0
134.0	10.0
135.0	16.0
136.0	5.0
137.0	6.0
138.0	2.0
139.0	5.0
140.0	11.0
141.0	15.0
142.0	3.0
143.0	11.0
144.0	4.0
145.0	14.0
146.0	3.0
147.0	10.0
148.0	4.0
149.0	30.0
150.0	8.0
151.0	19.0
152.0	13.0
153.0	9.0
154.0	4.0
155.0	8.0
156.0	12.0
157.0	11.0
158.0	6.0
159.0	2.0
160.0	7.0
161.0	6.0
162.0	8.0
163.0	1.0
164.0	5.0
165.0	14.0
166.0	3.0
167.0	7.0
168.0	23.0
169.0	29.0
170.0	5.0
171.0	29.0
172.0	8.0
173.0	3.0
174.0	11.0
175.0	8.0
176.0	7.0
177.0	13.0
178.0	32.0
179.0	28.0
180.0	11.0
181.0	11.0
182.0	24.0
183.0	3.0
184.0	14.0
185.0	8.0
186.0	16.0
187.0	8.0
188.0	10.0
189.0	14.0
190.0	18.0
191.0	8.0
192.0	15.0
193.0	9.0
