seq_name	chromosome_score	plasmid_score	virus_score
JBHJCN010000001.1	0.9578	0.0392	0.0031
JBHJCN010000002.1	0.9569	0.0398	0.0034
JBHJCN010000003.1	0.9689	0.0284	0.0026
JBHJCN010000004.1	0.9790	0.0190	0.0020
JBHJCN010000005.1	0.9514	0.0450	0.0035
JBHJCN010000006.1	0.9200	0.0750	0.0050
JBHJCN010000007.1	0.9715	0.0262	0.0023
JBHJCN010000008.1	0.9604	0.0366	0.0030
JBHJCN010000009.1	0.9474	0.0490	0.0036
JBHJCN010000010.1	0.9768	0.0210	0.0022
JBHJCN010000011.1	0.9646	0.0325	0.0029
JBHJCN010000012.1	0.9832	0.0153	0.0015
JBHJCN010000013.1	0.9613	0.0358	0.0029
JBHJCN010000014.1	0.9723	0.0255	0.0022
JBHJCN010000015.1	0.8965	0.0973	0.0062
JBHJCN010000016.1	0.9732	0.0247	0.0021
JBHJCN010000017.1	0.9051	0.0865	0.0084
JBHJCN010000018.1	0.9668	0.0308	0.0023
JBHJCN010000019.1	0.9256	0.0692	0.0052
JBHJCN010000020.1	0.9364	0.0578	0.0058
JBHJCN010000021.1	0.8912	0.1019	0.0068
JBHJCN010000022.1	0.0018	0.9978	0.0004
JBHJCN010000023.1	0.9579	0.0383	0.0038
JBHJCN010000024.1	0.8904	0.1040	0.0056
JBHJCN010000025.1	0.9282	0.0675	0.0043
JBHJCN010000026.1	0.0005	0.9994	0.0001
JBHJCN010000027.1	0.0000	0.9999	0.0000
JBHJCN010000028.1	0.9742	0.0240	0.0018
JBHJCN010000029.1	0.0000	1.0000	0.0000
JBHJCN010000030.1	0.8492	0.1391	0.0117
JBHJCN010000031.1	0.9650	0.0323	0.0027
JBHJCN010000032.1	0.9784	0.0199	0.0016
JBHJCN010000033.1	0.4965	0.4981	0.0055
JBHJCN010000034.1	0.9541	0.0421	0.0038
JBHJCN010000035.1	0.0000	1.0000	0.0000
JBHJCN010000036.1	0.0006	0.0023	0.9971
JBHJCN010000037.1	0.0000	1.0000	0.0000
JBHJCN010000038.1	0.9811	0.0172	0.0017
JBHJCN010000039.1	0.0000	1.0000	0.0000
JBHJCN010000040.1	0.0000	1.0000	0.0000
JBHJCN010000041.1	0.0000	0.9999	0.0000
JBHJCN010000042.1	0.0000	0.9999	0.0001
JBHJCN010000043.1	0.0000	1.0000	0.0000
JBHJCN010000044.1	0.0170	0.9783	0.0047
JBHJCN010000045.1	0.0000	1.0000	0.0000
JBHJCN010000046.1	0.0000	1.0000	0.0000
JBHJCN010000047.1	0.3005	0.6396	0.0599
JBHJCN010000048.1	0.0085	0.9611	0.0304
JBHJCN010000049.1	0.0000	1.0000	0.0000
JBHJCN010000050.1	0.0000	1.0000	0.0000
JBHJCN010000051.1	0.9983	0.0015	0.0003
JBHJCN010000052.1	0.0000	1.0000	0.0000
JBHJCN010000053.1	0.3467	0.6025	0.0507
JBHJCN010000054.1	0.8477	0.0784	0.0739
JBHJCN010000055.1	0.3740	0.3815	0.2445
JBHJCN010000056.1	0.0111	0.9707	0.0182
JBHJCN010000057.1	0.9000	0.0609	0.0391
JBHJCN010000058.1	0.1690	0.7097	0.1213
JBHJCN010000059.1	0.5603	0.3236	0.1161
JBHJCN010000060.1	0.5966	0.3292	0.0742
JBHJCN010000061.1	0.4660	0.1734	0.3606
JBHJCN010000062.1	0.0001	0.9998	0.0001
JBHJCN010000063.1	0.8544	0.1244	0.0212
JBHJCN010000064.1	0.2702	0.5960	0.1339
JBHJCN010000065.1	0.7851	0.1418	0.0731
JBHJCN010000066.1	0.5504	0.1100	0.3395
JBHJCN010000067.1	0.4208	0.5516	0.0275
JBHJCN010000068.1	0.1412	0.6763	0.1825
JBHJCN010000069.1	0.0518	0.9428	0.0055
